ID,Title,Episodes,ProductionHouse,Genres,Type,Year,Rating
12, "Kuroko no Basket 3rd Season", 25, "[ 'Banpresto', 'Production I.G',  'NAS',  'Lantis',  'Bandai Visual']", "[ 'Basketball',  'Sports', 'Comedy',  'School', 'Based on a Manga',  'Tournaments',  'Shounen',  'School Club']", TV, 2015-2015, PG-13
13, "Haikyuu!! Second Season", 25, "[ 'Sentai Filmworks', 'Production I.G']", "[ 'Drama',  'School Life',  'Sports', 'Comedy',  'School', 'Based on a Manga',  'Shounen',  'School Club']", TV, 2015-?, PG-13
14, "Shigatsu wa Kimi no Uso (Your Lie in April)", 22, "['Aniplex',  'Kodansha', 'A-1 Pictures',  'A-1 Pictures',  'Fuji TV',  'Aniplex of America',  'Dentsu']", "[ 'Drama',  'noitaminA',  'School Life',  'Classical Music',  'School', 'Based on a Manga', 'Drama',  'Tournaments',  'Shounen',  'Psychological',  'Romance',  'Music']", TV, 2014-2015, PG-13
15, "Shigatsu wa Kimi no Uso (Your Lie in April)", 22, "['Aniplex',  'Kodansha', 'A-1 Pictures',  'A-1 Pictures',  'Fuji TV',  'Aniplex of America',  'Dentsu']", "[ 'Drama',  'noitaminA',  'School Life',  'Classical Music',  'School', 'Based on a Manga', 'Drama',  'Tournaments',  'Shounen',  'Psychological',  'Romance',  'Music']", TV, 2014-2015, PG-13
16, "Fate/Zero Remix", 12, "['ufotable', 'Aniplex',  'Aniplex of America',  'ufotable',  'Nitroplus']", "[ 'Violence',  'Based on a Light Novel',  'Superpowers',  'Magic', 'Action',  'Fantasy',  'Supernatural']", TV, 2012-2012, R
17, "Kuroko no Basket 2nd Season NG-shuu", 25, "['Production I.G']", "[ 'Basketball',  'Sports', 'Comedy', 'Based on a Manga',  'Tournaments',  'Shounen',  'School Club']", TV, 2013-2014, PG-13
18, "Kuroko no Basket 2nd Season (Kuroko&#039;s Basketball 2)", 25, "[ 'Banpresto', 'Production I.G',  'NAS',  'Lantis',  'Bandai Visual']", "[ 'Basketball',  'Sports', 'Comedy',  'School', 'Based on a Manga',  'Tournaments',  'Shounen',  'School Club']", TV, 2013-2014, PG-13
19, "Natsume Yuujinchou Shi (Natsume&#039;s Book of Friends Four)", 13, "['Aniplex',  'Inc.',  'NAS',  'Sony Music Entertainment', 'Brains-Base',  'NIS America',  'Brains Base']", "[ 'Drama',  'Shoujo',  'Episodic', 'Based on a Manga', 'Drama',  'Japanese Mythology',  'Fantasy',  'Slice of Life',  'Supernatural']", TV, 2012-2012, PG-13
20, "Natsume Yuujinchou Shi (Natsume&#039;s Book of Friends Four)", 13, "['Aniplex',  'Inc.',  'NAS',  'Sony Music Entertainment', 'Brains-Base',  'NIS America',  'Brains Base']", "[ 'Drama',  'Shoujo',  'Episodic', 'Based on a Manga', 'Drama',  'Japanese Mythology',  'Fantasy',  'Slice of Life',  'Supernatural']", TV, 2012-2012, PG-13
21, "Mushishi Tokubetsu-hen: Hihamukage", 10, "[ 'Aniplex', 'Artland',  'Aniplex of America']", "[ 'Historical', 'Fantasy',  'Mystery', 'Adventure',  'Seinen',  'Fantasy',  'Slice of Life',  'Supernatural']", TV Special, 2014-2014, PG-13
22, "Usagi Drop (Bunny Drop)", 11, "[ 'Inc.', 'Production I.G',  'Sony Music Entertainment',  'Sakura Create',  'Fuji TV',  'Fuji Pacific Music Publishing',  'NIS America']", "['Josei',  'Drama',  'noitaminA',  'Childcare', 'Based on a Manga',  'Slice of Life']", TV, 2011-2011, PG-13
23, "Usagi Drop Specials", 11, "[ 'Inc.', 'Production I.G',  'NIS America']", "['Josei',  'Drama',  'noitaminA',  'Childcare', 'Based on a Manga',  'Slice of Life']", TV, 2011-2012, PG-13
24, "Usagi Drop (Bunny Drop)", 11, "[ 'Inc.', 'Production I.G',  'Sony Music Entertainment',  'Sakura Create',  'Fuji TV',  'Fuji Pacific Music Publishing',  'NIS America']", "['Josei',  'Drama',  'noitaminA',  'Childcare', 'Based on a Manga',  'Slice of Life']", TV, 2011-2011, PG-13
25, "Steins;Gate The Movie", 1, "['WHITE FOX',  'Square Enix',  'Mainichi Broadcasting',  'Aniplex',  'Bandai Namco Games', 'Bones',  'Dentsu']", "[ 'Drama', 'Action',  'Time Travel',  'Mecha', 'Based on a Visual Novel',  'Shounen']", Movie, 2013-2013, PG-13
26, "Hajime no Ippo (Fighting Spirit)", 76, "[ 'Geneon Universal Entertainment', 'Madhouse',  'VAP', 'MADHOUSE']", "[ 'Drama',  'Boxing',  'Sports', 'Comedy',  'Shounen',  'Based on a Manga', 'Action',  'Hand to Hand Combat']", TV, 2000-2002, PG-13
27, "Hajime no Ippo (Fighting Spirit)", 76, "[ 'Geneon Universal Entertainment', 'Madhouse',  'VAP', 'MADHOUSE']", "[ 'Drama',  'Boxing',  'Sports', 'Comedy',  'Shounen',  'Based on a Manga', 'Action',  'Hand to Hand Combat']", TV, 2000-2002, PG-13
28, "Sen to Chihiro no Kamikakushi (Spirited Away)", 1, "[ 'GKids',  'Walt Disney Studios', 'Studio Ghibli',  'Studio Hibari']", "[ 'Drama',  'Original Work', 'Adventure',  'Japanese Mythology',  'Person in a Strange World',  'Family Friendly',  'Magic',  'Fantasy',  'Supernatural']", Movie, 2001-2001, G
29, "Sen to Chihiro no Kamikakushi (Spirited Away)", 1, "[ 'GKids',  'Walt Disney Studios', 'Studio Ghibli',  'Studio Hibari']", "[ 'Drama',  'Original Work', 'Adventure',  'Japanese Mythology',  'Person in a Strange World',  'Family Friendly',  'Magic',  'Fantasy',  'Supernatural']", Movie, 2001-2001, G
30, "Hotarubi no Mori e", 1, "['Aniplex', 'Brains-Base',  'Brains Base']", "[ 'Shoujo',  'Japanese Mythology', 'Based on a Manga', 'Drama',  'Romance',  'Coming of Age',  'Supernatural']", Movie, 2011-2011, G
31, "Suzumiya Haruhi no Yuuutsu (The Melancholy of Haruhi Suzumiya)", 14, "[ 'FUNimation Entertainment',  'Kadokawa Pictures USA',  'Lantis', 'Kyoto Animation',  'Bandai Entertainment']", "[ 'School',  'School Life',  'Mystery',  'School Club', 'Based on a Light Novel', 'Comedy',  'Comedy',  'Slice of Life',  'Parody',  'Sci-Fi']", TV, 2006-2006, PG-13
32, "Suzumiya Haruhi no Yuuutsu (The Melancholy of Haruhi Suzumiya)", 14, "[ 'FUNimation Entertainment',  'Kadokawa Pictures USA',  'Lantis', 'Kyoto Animation',  'Bandai Entertainment']", "[ 'School',  'School Life',  'Mystery',  'School Club', 'Based on a Light Novel', 'Comedy',  'Comedy',  'Slice of Life',  'Parody',  'Sci-Fi']", TV, 2006-2006, PG-13
33, "Grisaia no Meikyuu Special", 10, "['Frontier Works', '8-Bit',  '8bit']", "[ 'Sexual Content',  'Drama',  'Military', 'Comedy',  'Comedy', 'Based on a Visual Novel',  'Ecchi']", TV, 2015-2015, R+
34, "Grisaia no Rakuen Specials", 10, "['8-Bit',  'add some', 'None found']", "[ 'Sexual Content',  'Drama',  'Military', 'Comedy',  'Comedy', 'Based on a Visual Novel',  'Ecchi']", TV, 2015-2015, R+
35, "Grisaia no Kajitsu Specials", 10, "['8-Bit', '8bit']", "[ 'Sexual Content',  'Drama',  'Military', 'Comedy',  'Comedy', 'Based on a Visual Novel',  'Ecchi']", TV, 2014-2015, R+
36, "Grisaia no Rakuen", 10, "['Frontier Works',  'Sentai Filmworks', '8-Bit',  '8bit']", "[ 'Drama',  'Harem', 'Drama', 'Based on a Visual Novel',  'Psychological',  'Romance',  'Sexual Content',  'Military',  'Comedy']", TV, 2015-2015, R+
37, "Higurashi no Naku Koro ni (When They Cry)", 26, "[ 'FUNimation Entertainment',  'Sotsu Agency', 'Geneon Universal Entertainment',  'Frontier Works', 'Studio Deen',  'DAX Production',  'Sentai Filmworks',  'Studio Deen']", "[ 'Thriller',  'Horror',  'School Life', 'Horror', 'Based on a Visual Novel',  'Psychological',  'Emotional Abuse',  'Explicit Violence',  'Physical Abuse',  'Mystery',  'Supernatural']", TV, 2006-2006, R
38, "Higurashi no Naku Koro ni (When They Cry)", 26, "[ 'FUNimation Entertainment',  'Sotsu Agency', 'Geneon Universal Entertainment',  'Frontier Works', 'Studio Deen',  'DAX Production',  'Sentai Filmworks',  'Studio Deen']", "[ 'Thriller',  'Horror',  'School Life', 'Horror', 'Based on a Visual Novel',  'Psychological',  'Emotional Abuse',  'Explicit Violence',  'Physical Abuse',  'Mystery',  'Supernatural']", TV, 2006-2006, R
39, "Noragami OVA", 12, "['Bones',  'Ai Addiction',  'Avex Entertainment']", "[ 'Japanese Mythology',  'Shounen',  'Based on a Manga', 'Action',  'Comedy',  'Supernatural',  'Adventure']", TV, 2014-2014, PG-13
40, "Noragami", 12, "[ 'FUNimation Entertainment',  'Kodansha',  'Movic',  'Shochiku',  'Dentsu',  'Ai Addiction',  'Avex Entertainment', 'Bones']", "[ 'Japanese Mythology',  'Shounen',  'Based on a Manga', 'Action',  'Comedy',  'Supernatural',  'Adventure']", TV, 2014-2014, PG-13
41, "Sekai-ichi Hatsukoi TV", 12, "['Studio Deen']", "[ 'Shounen Ai',  'Otaku Culture',  'Drama',  'Shounen-ai', 'Comedy', 'Based on a Manga',  'Romance',  'Sexual Content',  'Manga Industry',  'Work Life',  'LGBT Themes',  'Comedy']", TV, 2011-2011, PG-13
42, "Sekai-ichi Hatsukoi TV", 12, "['Studio Deen',  'Right Stuf']", "[ 'Shounen Ai',  'Otaku Culture',  'Drama',  'Shounen-ai', 'Comedy', 'Based on a Manga',  'Romance',  'Sexual Content',  'Manga Industry',  'Work Life',  'LGBT Themes',  'Comedy']", TV, 2011-2011, PG-13
43, "Sekai-ichi Hatsukoi TV", 12, "[ 'Lantis', 'Studio Deen']", "[ 'Shounen Ai',  'Otaku Culture',  'Drama',  'Shounen-ai', 'Comedy', 'Based on a Manga',  'Romance',  'Sexual Content',  'Manga Industry',  'Work Life',  'LGBT Themes',  'Comedy']", TV, 2011-2011, PG-13
44, "Hajime no Ippo Special (Fighting Spirit Special)", 1, "[ 'Geneon Universal Entertainment', 'Madhouse',  'VAP', 'MADHOUSE']", "[ 'Drama',  'Sports', 'Comedy',  'Hand to Hand Combat',  'Shounen', 'Boxing']", DVD Special, 2003-2003, PG-13
45, "Hajime no Ippo Special (Fighting Spirit Special)", 1, "[ 'Geneon Universal Entertainment', 'Madhouse',  'VAP', 'MADHOUSE']", "[ 'Drama',  'Sports', 'Comedy',  'Hand to Hand Combat',  'Shounen', 'Boxing']", DVD Special, 2003-2003, PG-13
46, "Sket Dance OVA", 1, "['Tatsunoko Productions', 'Tatsunoko Pro.']", "['Comedy', '\'\'',  'Shounen',  'School']", OVA, 2013-2013, PG-13
47, "Sidonia no Kishi: Daikyuu Wakusei Seneki", 12, "['Polygon Pictures']", "[ 'Horror',  'Violence',  'CG Animation',  'Post-apocalyptic',  'Outer Space',  'Mecha',  'Space',  'Sci-Fi',  'Adventure',  'Sci Fi',  'Aliens',  'Based on a Manga', 'Action',  'Seinen']", TV, 2015-2015, R
48, "Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou", 12, "['Aniplex',  'ASCII Media Works',  'Square Enix',  'Studio Shuka ',  'Mainichi Broadcasting', 'Shuka',  'Movic',  'Aniplex of America']", "[ 'Supernatural', 'Supernatural', 'Action',  'Mystery']", Other, 2015-2015, R
49, "Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou", 12, "['Shuka',  'Studio Shuka ', 'Aniplex of America']", "[ 'Supernatural', 'Supernatural', 'Action',  'Mystery']", Other, 2015-2015, R
50, "Durarara!!x2 Shou Episode 4.5", 12, "['Aniplex',  'ASCII Media Works',  'Square Enix',  'Studio Shuka ',  'Mainichi Broadcasting', 'Shuka',  'Movic',  'Aniplex of America']", "[ 'Supernatural', 'Supernatural', 'Action',  'Mystery']", Other, 2015-2015, R
51, "Durarara!!x2 Shou Episode 4.5", 12, "['Shuka',  'Studio Shuka ', 'Aniplex of America']", "[ 'Supernatural', 'Supernatural', 'Action',  'Mystery']", Other, 2015-2015, R
52, "Death Billiards", 1, "['Madhouse', 'MADHOUSE']", "['Anime Mirai',  'Drama',  'High Stakes Games',  'Thriller',  'Psychological',  'Play or Die', 'Game']", Movie, 2013-2013, R
53, "Monthly Girls' Nozaki-kun Specials", 6, "['Dogakobo',  'Media Factory', 'Doga Kobo']", "[ 'School',  'School Life',  'Comedy', 'Comedy', 'Based on a Manga',  'Romance']", DVD Special, 2014-2015, PG-13
54, "Gekkan Shoujo Nozaki-kun Specials", 6, "['Dogakobo',  'Media Factory', 'Doga Kobo']", "[ 'School',  'School Life',  'Comedy', 'Comedy', 'Based on a Manga',  'Romance']", DVD Special, 2014-2015, PG-13
55, "Gekkan Shoujo Nozaki-kun Specials", 6, "['Dogakobo', 'TMS Entertainment']", "[ 'School Life',  'Comedy', 'Comedy', 'Based on a Manga',  'Shounen',  'Supernatural',  'Romance']", DVD Special, 2014-2015, PG-13
56, "Gekkan Shoujo Nozaki-kun Specials", 6, "[ 'add some', 'Dogakobo', 'None found']", "['Comedy', 'Based on a Manga',  'School Life',  'Comedy',  'Ecchi']", DVD Special, 2014-2015, R+
57, "Gekkan Shoujo Nozaki-kun Specials", 6, "['8bit', 'Dogakobo']", "['Comedy', 'Based on a Manga',  'School Life',  'Comedy',  'Ecchi']", DVD Special, 2014-2015, R+
58, "Gekkan Shoujo Nozaki-kun (Monthly Girls&#039; Nozaki-kun)", 12, "[ 'Frontier Works',  'Doga Kobo',  'Media Factory', 'Dogakobo',  'Sentai Filmworks',  'AT-X',  'Sony Music Communications', 'TV Tokyo']", "[ 'School',  'School Life',  'Comedy', 'Comedy', 'Based on a Manga',  'Shounen',  'Romance']", DVD Special, 2014-2015, PG-13
59, "Ano Hi Mita Hana no Namae o Boku-tachi wa Mada Shiranai. Movie", 1, "['A-1 Pictures', 'Aniplex',  'A-1 Pictures',  'Aniplex of America']", "[ 'noitaminA', 'Drama',  'Slice of Life',  'Supernatural']", Movie, 2013-2013, PG-13
60, "Pokemon: The Origin", 93, "[ 'The Pokemon Company International', 'Production I.G', 'TV Tokyo',  'Oriental Light and Magic']", "[ 'Shounen',  'Monsters',  'Kids', 'Action',  'Comedy',  'Fantasy',  'Adventure']", TV Special, 2013-2015, PG
61, "Durarara!! Specials", 2, "['Aniplex', 'Brains-Base',  'Aniplex of America',  'Brains Base']", "[ 'Supernatural',  'Comedy', 'Action']", DVD Special, 2010-2011, R
62, "Durarara!! Specials", 2, "['Aniplex',  'FUNimation Entertainment',  'Daume', 'Brains-Base']", "[ 'Mystery',  'Vampire', 'Action', 'Horror',  'Supernatural']", DVD Special, 2010-2011, R
63, "Durarara!! Specials", 6, "['Brains-Base',  'Media Factory', 'FUNimation Entertainment']", "[ 'Supernatural',  'Comedy', 'Action',  'Ecchi']", DVD Special, 2010-2011, R+
64, "Durarara!! Specials", 24, "['Aniplex',  'Square Enix',  'Sakura Create',  'Movic',  'Aniplex of America',  'Brains Base',  'ASCII Media Works', 'Brains-Base',  'Mainichi Broadcasting']", "[ 'Supernatural', 'Action',  'Mystery']", DVD Special, 2010-2011, R
65, "Giovanni no Shima (Giovanni&#039;s Island)", 1, "['Production I.G',  'Warner Bros.']", "[ 'Historical', 'Drama',  'World War 2']", Movie, 2014-2014, PG-13
66, "Giovanni no Shima (Giovanni&#039;s Island)", 1, "['Production I.G',  'Warner Bros.']", "[ 'Historical', 'Drama',  'World War 2']", Movie, 2014-2014, PG-13
67, "Gangsta. Recap (Gangsta.)", 12, "['Manglobe']", "[ 'Drama',  'Drug Use',  'Mature Themes',  'Explicit Violence',  'Sexual Content',  'Based on a Manga',  'Physical Abuse', 'Action',  'Seinen']", TV, 2015-2015, R
68, "Gangsta.", 12, "['Bandai Visual',  'Frontier Works', 'Manglobe',  'Manglobe',  'FUNimation Entertainment']", "[ 'Drama',  'Drug Use',  'Mature Themes',  'Explicit Violence',  'Sexual Content',  'Based on a Manga',  'Physical Abuse', 'Action',  'Seinen']", TV, 2015-2015, R
69, "Stand by Me Doraemon", 1, "[ 'Robot',  'Toho Company', 'Shinei Animation', 'Shirogumi',  'Shin-Ei Animation']", "['Comedy',  'Kids', 'CG Animation',  'Shounen',  'Sci-Fi']", Movie, 2014-2014, PG
70, "Soul Eater", 51, "[ 'Aniplex',  'FUNimation Entertainment',  'Media Factory',  'TV Tokyo', 'Bones',  'Dentsu']", "[ 'Demons',  'Shinigami',  'Shounen',  'Based on a Manga', 'Action',  'Comedy',  'Fantasy',  'Supernatural',  'Adventure']", TV, 2008-2009, PG-13
71, "Initial D Second Stage", 13, "[ 'FUNimation Entertainment',  'Pastel',  'Fuji TV', 'OB Planning', 'Pastel']", "[ 'Cars',  'Drama',  'Sports', 'Action', 'Cars',  'Racing',  'Seinen']", TV, 1999-2000, PG-13
72, "Tokyo Magnitude 8.0 Recap", 11, "['Bones',  'Kinema Citrus',  'Maiden Japan']", "[ 'Earthquake',  'noitaminA',  'Survival',  'Original Work', 'Drama']", TV, 2009-2009, PG-13
73, "Tokyo Magnitude 8.0", 11, "[ 'Asmik Ace Entertainment',  'Kinema Citrus',  'Sakura Create',  'Dentsu',  'Sony Music Entertainment', 'Bones',  'Toho Company',  'Fuji TV',  'Maiden Japan']", "[ 'Earthquake',  'noitaminA',  'Survival',  'Original Work', 'Drama']", TV, 2009-2009, PG-13
74, "Doraemon (1979) (Doraemon)", 1787, "[ 'Asatsu DK',  'Shin-Ei Animation', 'Shinei Animation', 'TV Asahi']", "[ 'Kids', 'Based on a Manga',  'Family Friendly',  'Comedy',  'Fantasy',  'Shounen', 'Adventure',  'Sci-Fi']", TV, 1979-2005, PG
75, "Fate/Kaleid Liner Prisma Illya: Undoukai de Dance!", 5, "['Lantis', 'SILVER LINK',  'DAX Production',  'Silver Link']", "[ 'Magic', 'Fantasy', 'Comedy',  'Fantasy',  'Magical Girl',  'Ecchi']", OVA, 2014-2015, PG-13
76, "Fate/Kaleid Liner Prisma Illya: Undoukai de Dance!", 5, "['Silver Link', 'SILVER LINK']", "['Comedy',  'Magic',  'Fantasy', 'Fantasy',  'Magical Girl']", OVA, 2013-2014, PG-13
77, "Fate/Kaleid Liner Prisma Illya: Undoukai de Dance!", 10, "[ 'Sentai Filmworks', 'Lantis', 'SILVER LINK',  'DAX Production',  'Silver Link']", "[ 'Magic', 'Fantasy', 'Action',  'Comedy',  'Fantasy',  'Magical Girl']", OVA, 2014-2014, PG-13
78, "Onigamiden (Legend of the Millennium Dragon)", 1, "[ 'Atelier Musa', 'Studio Pierrot',  'Sony Music Entertainment']", "[ 'Supernatural', '\'\'',  'Demons', 'Action']", Movie, 2011-2011, PG-13
79, "Onigamiden (Legend of the Millennium Dragon)", 1, "[ 'Atelier Musa', 'Studio Pierrot',  'Sony Music Entertainment']", "[ 'Supernatural', '\'\'',  'Demons', 'Action']", Movie, 2011-2011, PG-13
80, "Mayoi Neko Overrun! Specials", 6, "['AIC']", "['Comedy', '\'\'',  'Ecchi']", DVD Special, 2010-2010, R+
81, "Mayoi Neko Overrun! Specials", 13, "['AIC']", "['Comedy', '\'\'',  'Romance',  'Harem']", DVD Special, 2010-2010, PG-13
82, "Final Approach", 13, "[ 'Zexcs', 'Zexcs', 'Trinet Entertainment']", "[ 'Drama', 'Comedy',  'Seinen',  'Slice of Life',  'Romance']", TV, 2004-2004, PG-13
83, "Hurricane Polymar", 26, "['Tatsunoko Productions', 'Tatsunoko Pro.']", "[ 'Sci Fi',  'Police',  'Superpowers',  'Super Power', 'Action',  'Sci-Fi',  'Adventure']", TV, 1974-1975, PG-13
84, "Kishin Taisen Gigantic Formula", 26, "['Bandai Visual',  'TV Tokyo Music', 'Brains-Base',  'Brains Base']", "['Mecha',  'Sci Fi', 'Action',  'Original Work',  'Mecha',  'Sci-Fi']", TV, 2007-2007, PG-13
85, "Kishin Taisen Gigantic Formula", 26, "['Bandai Visual',  'TV Tokyo Music', 'Brains-Base',  'Brains Base']", "['Mecha',  'Sci Fi', 'Action',  'Original Work',  'Mecha',  'Sci-Fi']", TV, 2007-2007, PG-13
86, "Night Raid 1931: Demon of the Opium Den", 13, "[ 'Aniplex',  'Sentai Filmworks', 'A-1 Pictures',  'A-1 Pictures', 'TV Tokyo']", "[ 'Historical',  'Super Power',  'Military', '\'\'', 'Action']", DVD Special, 2010-2010, R
87, "Senkou no Night Raid Specials (Night Raid 1931 Specials)", 3, "['A-1 Pictures', 'Aniplex',  'A-1 Pictures',  'Sentai Filmworks']", "[ 'Historical',  'Super Power',  'Military', '\'\'', 'Action']", DVD Special, 2010-2010, R
88, "Senkou no Night Raid: Demon of the Opium Den", 13, "[ 'Aniplex',  'Sentai Filmworks', 'A-1 Pictures',  'A-1 Pictures', 'TV Tokyo']", "[ 'Historical',  'Super Power',  'Military', '\'\'', 'Action']", DVD Special, 2010-2010, R
89, "Ghiblies", 2, "['Studio Ghibli']", "['Comedy']", Other, 2000-2002, PG
90, "Mokei Senshi Gunpla Builders Beginning G", 3, "['Sunrise']", "[ 'Otaku Culture',  'Sci Fi',  'Shounen', 'Action',  'Mecha',  'Sci-Fi']", Other, 2010-2010, G
91, "Venus Wars", 1, "['Gakken',  'Discotek',  'Gakken', 'Shochiku']", "[ 'War',  'Sci Fi', 'Futuristic',  'Post-apocalyptic', 'Action',  'Space',  'Sci-Fi',  'Adventure']", Movie, 1989-1989, PG-13
92, "Senkou no Night Raid Specials (Night Raid 1931 Specials)", 13, "['A-1 Pictures', 'Aniplex',  'A-1 Pictures',  'Sentai Filmworks']", "[ 'Historical',  'Violence',  'Original Work',  'Super Power',  'Military', 'Action',  'Psychic Powers',  'Political']", TV, 2010-2010, R
93, "Senkou no Night Raid (Night Raid 1931)", 13, "[ 'Aniplex',  'Sentai Filmworks', 'A-1 Pictures',  'A-1 Pictures', 'TV Tokyo']", "[ 'Historical',  'Violence',  'Original Work',  'Super Power',  'Military', 'Action',  'Psychic Powers',  'Political']", TV, 2010-2010, R
94, "Senkou no Night Raid Specials (Night Raid 1931 Specials)", 13, "['A-1 Pictures', 'Aniplex',  'A-1 Pictures',  'Sentai Filmworks']", "[ 'Historical',  'Violence',  'Original Work',  'Super Power',  'Military', 'Action',  'Psychic Powers',  'Political']", TV, 2010-2010, R
95, "Senkou no Night Raid (Night Raid 1931)", 13, "[ 'Aniplex',  'Sentai Filmworks', 'A-1 Pictures',  'A-1 Pictures', 'TV Tokyo']", "[ 'Historical',  'Violence',  'Original Work',  'Super Power',  'Military', 'Action',  'Psychic Powers',  'Political']", TV, 2010-2010, R
96, "Neo Angelique Abyss", 13, "[ 'Koei',  'Sentai Filmworks', 'Yumeta Company', 'Yumeta']", "[ 'Based on a Visual Novel',  'Harem', 'Comedy',  'Romance', 'Based on an Otome Game',  'Fantasy',  'Shoujo']", TV, 2008-2008, PG-13
97, "Iketeru Futari", 16, "['J.C.Staff',  'TBS']", "[ 'Comedy', 'Comedy',  'School', 'Based on a Manga',  'Romance',  'Seinen',  'Ecchi']", TV, 1999-1999, R+
98, "DNA² OVA", 3, "[ 'Central Park Media', 'Madhouse',  'Discotek', '',  'Movic',  'Bandai Visual']", "['Comedy', 'Romance',  'Drama',  'Sci Fi',  'Sci-Fi']", OVA, 1995-1995, PG-13
99, "Trapp Ikka Monogatari (The Trapp Family Story)", 40, "['Nippon Animation',  'Fuji TV']", "[ 'Historical',  'Drama', 'Drama',  'Family Friendly',  'Romance',  'Music',  'World Masterpiece Theater',  'Europe', 'Based on a Novel']", TV, 1991-1991, G
100, "Fushigi na Koala Blinky (Noozles)", 26, "['Nippon Animation']", "[ 'Kids',  'Original Work',  'Comedy',  'Fantasy',  'Family Friendly', 'Adventure', 'Animal Protagonists']", TV, 1984-1984, G
101, "Soukou Kihei Votoms Recaps (Armored Trooper Votoms Recaps)", 4, "['Sunrise']", "[ 'Drama',  'Sci Fi',  'Original Work',  'Military', 'Action',  'Mecha',  'Sci-Fi']", OVA, 1986-1988, None
102, "Soukou Kihei Votoms Recaps (Armored Trooper Votoms Recaps)", 4, "['Sunrise']", "[ 'Drama',  'Sci Fi',  'Original Work',  'Military', 'Action',  'Mecha',  'Sci-Fi']", OVA, 1986-1988, None
103, "Shippuu! Iron Leaguer", 52, "['Sunrise']", "['Baseball',  'Sports',  'Robots', 'Sci-Fi',  'Soccer',  'Shounen']", TV, 1993-1994, PG-13
