ID,Title,Episodes,ProductionHouse,Genres,Type,Year,Rating
656,Ojamajo Doremi (Magical DoReMi),51,"[ '4Kids Entertainment', 'Toei Animation']","['Family Friendly',  'Shoujo',  'Magic',  'Magical Girl',  'Original Work', 'Comedy']", TV, 1999-2000,2.5
657,Tekken Chinmi (Iron Fist Chinmi),20,"[ 'Ashi Productions', 'Ashi Productions', 'Production Reed',  'Studio Jack']","['Martial Arts',  'Shounen',  'Martial Arts',  'Adventure', 'Action',  'Historical']", TV, 1988-1988,2.5
658,Tenshi Kinryouku (Angel Sanctuary),3,"[ 'AIC', 'Hal Film Maker', 'Bandai Visual',  'Hal Film Maker',  'Lantis',  'Media Blasters']","[ 'Based on a Manga',  'Supernatural',  'Romance',  'Incest',  'Shoujo', 'Angels',  'Reincarnation',  'Drama',  'Violence', 'Action']", OVA, 2000-2000,2.5
659,Heavy Object, 2+,"[ 'Magic Capsule',  'SANZIGEN', 'J.C.Staff',  'FUNimation Entertainment']","[ 'Military',  'Based on a Light Novel',  'Mecha', 'Action',  'Sci Fi',  'Sci-Fi']", TV, 2015-?,2.5
660,Wakusei Robo Danguard A tai Konchuu Robot Gundan,56,['Toei Animation'],"['Mecha', '\'\'',  'Sci-Fi',  'Shounen']", Movie, 1977-1978,2.5
661,Tonari no Seki-kun Specials,2,"['Mappa', 'Media Factory',  'Shin-Ei Animation']","['Based on a Manga',  'School',  'Seinen', 'Comedy',  'Comedy']", DVD Special, 2014-2014,2.5
662,Juuou Mujin no Fafnir,12,"[ 'TBS', 'Diomedea',  'Nippon Columbia']","[ 'School Life',  'Romance',  'Fantasy',  'Based on a Light Novel', 'Action',  'Harem', 'Fantasy',  'School']", TV, 2015-2015,2.5
663,Sengoku Musou,12,"[ 'Tezuka Productions', 'TV Tokyo', 'Tezuka Productions',  'TYO Animations',  'FUNimation Entertainment',  'Koei',  'NAS',  'Avex Entertainment']","[ 'Based on a Video Game',  'Samurai',  'Feudal Japan', 'Action',  'Historical']", TV, 2015-2015,2.5
664,Mission-E,12,['Studio Deen'],"[ 'Comedy',  'Superpowers',  'Original Work', 'Action',  'School',  'Sci Fi',  'Sci-Fi']", TV, 2008-2008,2.5
665,Argento Soma Special,1,"['Sunrise',  'Bandai Entertainment']","[ 'Mecha', 'Original Work', 'Action',  'Sci-Fi']", DVD Special, 2002-2002,2.5
666,Digimon Adventure 02 Movie (Digimon: The Movie),2,"[ 'Bandai Visual', 'Toei Animation', '']","['Adventure',  'Sci-Fi',  'Fantasy', 'Shorts',  'Kids']", Movie, 2000-2000,2.5
667,Himawari!,13,"[ 'Tohokushinsha Film Corporation',  'Genco',  'Touhouku Shinsha', 'ARMS',  'Maiden Japan',  'Starchild Records', 'Arms']","['Adventure',  'Ninja',  'Original Work',  'Martial Arts', 'Action',  'Comedy']", TV, 2006-2006,2.5
668,Ryuugajou Nanana no Maizoukin (TV) Specials,6,['A-1 Pictures'],"['\'\'', 'Comedy']", DVD Special, 2014-2014,2.5
669,Trouble Chocolate,20,"['AIC', 'Robot']","[ 'Romance',  'Magic',  'Shounen',  'Original Work', 'Comedy',  'Sci-Fi']", TV, 1999-2000,2.5
670,Nisekoi: Four Seasons,3,['Shaft'],"[ 'Romance',  'Shounen',  'Recap', 'Based on a Manga',  'Harem',  'School', 'Comedy']", TV Special, 2014-2015,2.5
671,Chiisana Viking Vickie,78,"[ 'Mushi Productions', 'Nippon Animation']","['Adventure',  'Kids',  'Based on a Novel',  'Comedy',  'Historical']", TV, 1974-1975,2.5
672,Yuusha Exkaiser (Brave Exkiser),48,['Sunrise'],"['Combining Mecha',  'Shounen',  'Mecha', 'Action',  'Sci Fi',  'Sci-Fi']", TV, 1990-1991,2.5
673,Oneechan ga Kita Special,12,"['Takeshobo', 'C2C',  'C2C']","[ 'Slice of Life', 'Comedy']", TV, 2014-2014,2.5
674,Yotsunoha,2,"[ 'Rondo Robe', 'Hal Film Maker']","[ 'Romance',  'Based on a Visual Novel', 'Based on an Eroge', 'Romance']", OVA, 2008-2008,2.5
675,Ginyuu Mokushiroku Meine Liebe,13,"['BEE TRAIN',  'Rondo Robe', 'Bee Train']","['Europe',  'Shoujo', 'Fantasy',  'Political']", TV, 2004-2005,2.5
676,Papuwa,26,"[ 'ADV Films', 'Nippon Animation']","['Adventure',  'Comedy', 'Comedy']", TV, 2003-2004,2.5
677,Mobile Suit SD Gundam Mk II,3,['Sunrise'],"[ 'Mecha', 'Mecha',  'Sci-Fi', 'Comedy',  'Parody']", Other, 1988-1989,2.5
678,Kero Kero Chime,30,['Studio Comet'],"[ 'Family Friendly',  'Fantasy',  'Person in a Strange World', 'Adventure',  'Comedy', 'Comedy']", TV, 1997-1997,2.5
679,Gilgamesh,26,"[ 'ADV Films', 'Group TAC']","[ 'Superpowers',  'Fantasy', 'Drama', 'Based on a Manga',  'Sci-Fi',  'Sci Fi',  'Post-apocalyptic']", TV, 2003-2004,2.5
680,The Hakkenden (The Hakkenden: Legend of the Dog Warriors),6,"['AIC',  'Pioneer LDC']","[ 'Samurai',  'Supernatural',  'Adventure',  'Demons',  'Shounen',  'Martial Arts',  'Violence',  'Feudal Japan', 'Action',  'Historical']", OVA, 1990-1995,2.5
681,Hidan no Aria AA (Aria the Scarlet Ammo Double A),12,"[ 'flying DOG', 'Doga Kobo', 'Dogakobo',  'FUNimation Entertainment']","[ 'Based on a Manga',  'School', 'Action',  'Gunfights']", TV, 2015-?,2.5
682,Fight Ippatsu! Juuden-chan!! OVA,1,"['Avex Entertainment',  'Genco', '']","['\'\'',  'Ecchi', 'Comedy',  'Sci-Fi']", OVA, 2014-2014,2.5
683,Nanami-chan 2nd Series,16,"['Group TAC', 'Robot']","[ 'Family Friendly', 'Animal Protagonists', 'Comedy',  'Kids']", TV, 2005-2005,2.5
684,Mashin Eiyuuden Wataru,45,"['Sunrise',  'Atelier Musa']","['Adventure',  'Shounen',  'Person in a Strange World',  'Mecha',  'Comedy',  'Sci Fi',  'Sci-Fi']", TV, 1988-1989,2.5
685,Sazae-san (Mrs. Sazae), 2239+,"[ 'Eiken', 'Eiken', 'Fuji TV']","[ 'Slice of Life', 'Comedy']", TV, 1969-?,2.5
686,Nurse Witch Komugi-chan Magikarte Special,1,"['Tatsunoko Pro.', 'Kyoto Animation',  'Toshiba Entertainment',  'ADV Films',  'Rondo Robe',  'Pioneer LDC']","[ 'Magic', 'Comedy',  'Shounen',  'Otaku Culture']", DVD Special, 2003-2003,2.5
687,Grisaia no Kajitsu (Le Fruit de la Grisaia),13,"[ '8bit', 'Frontier Works',  'Sentai Filmworks',  'NBCUniversal Entertainment',  'AT-X', '8-Bit',  'Bushiroad Inc.']","[ 'Psychological', '\'\'', 'Drama',  'Romance',  'Harem',  'School']", DVD Special, 2014-2015,2.5
688,Otome Youkai Zakuro Picture Drama,13,"[ 'Aniplex',  'Inc.', 'J.C.Staff',  'NIS America']","[ 'Seinen',  'Supernatural',  'Romance', 'Demons',  'Military', 'Picture Drama',  'Historical']", DVD Special, 2010-2011,2.5
689,Daisougen no Chiisana Tenshi Bush Baby,40,"['Nippon Animation', 'Fuji TV']","['Family Friendly', 'Adventure',  'World Masterpiece Theater',  'Drama']", TV, 1992-1992,2.5
690,Candy Candy (Movie),1,['Toei Animation'],"[ 'Drama',  'Romance',  'Shoujo', 'America', 'Drama',  'Slice of Life',  'Based on a Novel']", Movie, 1992-1992,2.5
691,Haou Taikei Ryuu Knight (Lord of Lords Ryu Knight),52,"['Sunrise', '']","[ 'Fantasy',  'Mecha', 'Adventure',  'Adventure', 'Action']", TV, 1994-1995,2.5
692,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,4,"[ 'Chaos Project', 'Chaos Project', 'Starchild Records']","[ 'Comedy',  'Magic',  'Ecchi',  'Romance of the Three Kingdoms',  'Panty Shots', 'Based on a Manga', 'Comedy']", OVA, 2007-2008,2.5
693,Pretty Cure All Stars GoGo Dream Live!,1,"['Toei Animation', '']","[ 'Fantasy',  'Magic',  'Shoujo', 'Action', '\'\'']", Other, 2008-2008,2.5
694,Patalliro Saiyuuki!,26,['Magic Bus'],"[ 'Journey to the West', 'Adventure',  'Shoujo',  'Parody',  'Fantasy',  'Shounen Ai',  'Based on a Novel',  'Comedy']", TV, 2005-2005,2.5
695,Honto ni Atta! Reibai-Sensei,22,"['DLE Inc.', 'DLE']","[ 'Flash Animation',  'School Life',  'Supernatural',  'Comedy',  'Shounen',  'Slice of Life', 'Based on a Manga',  'School', 'Comedy']", TV, 2011-2011,2.5
696,Jinsei,13,"['Feel',  'Yomiuri Telecasting Corporation',  'Feel', 'VAP',  'FUNimation Entertainment']","[ 'School Life', 'Based on a Light Novel',  'School Club',  'Comedy',  'Slice of Life',  'School', 'Comedy']", TV, 2014-2014,2.5
697,Nekojiru Gekijou Jirujiru Original,27,"['Japan Home Video', 'Kent House']","[ 'Explicit Violence',  'Comedy',  'Bullying',  'Physical Abuse', 'Animal Abuse',  'Animal Protagonists', 'Action']", TV, 1999-1999,2.5
698,Kitakubu Katsudou Kiroku (Chronicles of the Going Home Club),12,"['Nomad',  'Inc.',  'NIS America']","[ 'School Life',  'School Club',  'Comedy',  'Slice of Life', 'Based on a Manga',  'School', 'Comedy']", TV, 2013-2013,2.5
699,Nozomi Witches,3,['Group TAC'],"[ 'Sports', 'Boxing', 'Romance']", OVA, 1992-1993,2.5
700,Amagi Brilliant Park: Wakuwaku Mini Theater,13,"[ 'TBS',  'DAX Production',  'Sentai Filmworks', 'Kyoto Animation',  'flying DOG',  'Avex Entertainment',  'Mobcast']","[ 'Magic', 'Comedy']", DVD Special, 2014-2015,2.5
701,Unico (The Fantastic Adventures Of Unico),51,"[ 'Sanrio', 'Madhouse',  'Tezuka Productions', 'TMS Entertainment',  'Discotek']","['Adventure', 'Mecha',  'Fantasy',  'Kids']", TV, 1980-1981,2.5
702,Yume Tsukai,12,"[ 'Pony Canyon', 'Madhouse',  'Happinet Pictures', 'MADHOUSE']","[ 'Fantasy',  'Drama',  'Slice of Life',  'Magic', 'Based on a Manga',  'School', 'Comedy']", TV, 2006-2006,2.5
703,Phantom The Animation (Phantom: The Animation),26,"[ 'Atelier Musa', 'G&G Entertainment',  'Media Blasters', 'KSS']","[ 'Based on a Video Game',  'Shounen',  'Fantasy',  'Drama',  'RPG', 'Adventure', 'Action']", TV, 2004-2004,2.5
704,Attacker You!,58,"['Shaft',  'Knack Productions', '']","[ 'Sports', 'Based on a Manga', 'Romance']", TV, 1984-1985,2.5
705,Arrow Emblem Grand Prix no Taka (Super Grand Prix),44,['Toei Animation'],"['Cars',  'Cars',  'Sports',  'Original Work',  'Drama',  'Racing', 'Action']", TV, 1977-1978,2.5
706,Nanatsu no Umi no Tico,39,['Nippon Animation'],"[ 'Environmental',  'Family Friendly',  'World Masterpiece Theater',  'Slice of Life', 'Adventure']", TV, 1994-1994,2.5
707,Suteki Tantei Labyrinth (Fantastic Detective Labyrinth),25,"[ 'Right Stuf', 'Studio Deen']","['Detectives',  'Mystery',  'Sci-Fi', 'Mystery']", TV, 2007-2008,2.5
708,Haha wo Tazunete Sanzenri,52,['Nippon Animation'],"[ 'Family Friendly',  'Europe',  'World Masterpiece Theater', 'Adventure',  'Drama',  'Slice of Life',  'Based on a Novel']", TV, 1976-1976,2.5
709,Anmitsu Hime (Princess Anmitsu),51,"['Studio Pierrot',  'Fuji Pacific Music Publishing']","[ 'Shoujo', 'Based on a Manga', 'Comedy',  'Historical']", TV, 1986-1987,2.5
710,Yoroshiku Mechadock (What&#039;s Up Mechadoc),30,"['Tatsunoko Pro.', 'Tatsunoko Productions']","[ 'Cars',  'Sports',  'Comedy',  'Police', '\'\'', 'Action']", TV, 1984-1985,2.5
711,Corrector Yui,52,"['Nippon Animation',  'Viz Media',  'NHK',  'Studio Tron']","[ 'Virtual Reality', 'Adventure',  'Magic',  'Shoujo', 'Magical Girl',  'Comedy',  'Sci Fi',  'Sci-Fi']", TV, 1999-2000,2.5
712,Kokoro Toshokan,13,"[ 'Victor Entertainment', 'Studio Deen']","[ 'Comedy',  'Fantasy',  'Drama',  'Slice of Life', 'Based on a Manga', 'Comedy']", TV, 2001-2002,2.5
713,Mizuiro Jidai,47,"['Studio Comet', 'Nippon Animation',  'Studio Comet']","[ 'Slice of Life',  'School Life', 'Romance', 'Shoujo']", TV, 1996-1997,2.5
714,DECO*27: Renkyori Enai,1,"[ 'add some', 'None found', '']","['Music', '\'\'']", Music Video, 2011-2011,2.5
715,Getter Robo Movie,51,"[ 'Dynamic Planning', 'Toei Animation']","[ 'Shounen',  'Mecha', 'Action',  'Sci-Fi']", Movie, 1974-1975,2.5
716,Mahou no Angel Sweet Mint,47,"[ 'Youmex', 'Ashi Productions', 'Production Reed']","['Magic',  'Magical Girl',  'Original Work', 'Family Friendly',  'Shoujo',  'Magic']", TV, 1990-1991,2.5
717,Chinmoku no Kantai (Silent Service),3,['Sunrise'],"['Action',  'Drama',  'Military', 'Drama']", OVA, 1995-1998,2.5
718,Moetan,12,"['Actus', 'Actas',  'Lantis']","['Ecchi',  'Moe',  'Magic',  'Ecchi',  'School', 'Comedy',  'Panty Shots']", TV, 2007-2007,2.5
719,Rock Lee no Seishun Full-Power Ninden (Rock Lee &amp; His Ninja Pals),51,"['Studio Pierrot',  'TV Tokyo',  'Viz Media']","[ 'Shounen',  'Comedy', 'Based on a Manga',  'Ninja', 'Action',  'Parody']", TV, 2012-2013,2.4
720,Houkago Midnighters (After School Midnighters),1,"['CoMix Wave Films',  'Sony Music Entertainment', 'Koo-Ki']","[ 'Comedy', 'CG Animation', 'Fantasy',  'Fantasy',  'Kids']", Movie, 2012-2012,2.4
721,Kishin Heidan (Kishin Corps),7,"['AIC',  'Pioneer LDC', '']","['Aliens', 'Adventure',  'War',  'World War 2',  'Based on a Light Novel',  'Mecha',  'Sci-Fi',  'Historical']", OVA, 1993-1994,2.4
722,Kakutou Bijin Wulong (Fighting Beauty Wulong),25,['TMS Entertainment'],"[ 'Based on a Manga',  'Tournaments',  'Ecchi',  'Martial Arts', 'Action']", TV, 2005-2006,2.4
723,Mobile Suit SD Gundam&#039;s Counterattack,3,['Sunrise'],"[ 'Shounen',  'Mecha', 'Comedy',  'Parody']", OVA, 1989-1989,2.4
724,Mahouka Koukou no Rettousei (The irregular at magic high school),26,"[ 'Aniplex',  'Movic', '',  'ASCII Media Works', 'Madhouse',  'Aniplex of America']","['Magic',  'Supernatural',  'Comedy',  'Romance',  'Magic',  'Magic School',  'School', 'Based on a Light Novel',  'Sci-Fi']", Web, 2014-2014,2.4
725,Arslan Senki (TV) (The Heroic Legend of Arslan),25,"[ 'Magic Capsule',  'Graphinica', 'SANZIGEN Animation Studio',  'NBCUniversal Entertainment',  'Kodansha',  'LIDENFILMS', 'FUNimation Entertainment',  'SANZIGEN',  'Mainichi Broadcasting']","['Recap',  'Fantasy',  'Supernatural',  'Drama',  'Adventure', 'Action',  'Historical']", TV Special, 2015-2015,2.4
726,Nekogami Yaoyorozu (The Everyday Tales of a Cat God),12,"[ 'AIC Plus+', 'AT-X',  'Inc.', 'AIC PLUS+',  'NIS America',  'Marvelous AQL']","[ 'Seinen',  'Supernatural',  'Comedy',  'Japanese Mythology',  'Fantasy',  'Slice of Life', 'Based on a Manga', 'Comedy']", TV, 2011-2011,2.4
727,Tondemo Senshi Muteking,56,"['Tatsunoko Pro.', 'Tatsunoko Productions']","[ 'Comedy',  'Magic',  'Super Power',  'Kids', 'Action',  'Shounen',  'Mecha',  'Aliens',  'Sci-Fi',  'Sci Fi']", TV, 1980-1981,2.4
728,Memories Off 3.5,4,"[ 'Rikuentai', 'Picture Magic']","[ 'Romance', 'Romance', 'Drama']", OVA, 2004-2004,2.4
729,Redial,1,['Poncotan'],"['Music', 'Vocaloid']", Music Video, 2013-2013,2.4
730,Seirei Tsukai no Blade Dance Specials,6,['TNK'],"[ 'Fantasy',  'School', '\'\'', 'Action',  'Supernatural']", DVD Special, 2014-2015,2.4
731,Seirei Tsukai no Blade Dance (Blade Dance of the Elementalers),12,"['Genco',  'Movic',  'Media Factory',  'Sentai Filmworks',  'Showgate',  'AT-X', 'TNK',  'TNK']","[ 'Supernatural',  'Comedy',  'Romance', '\'\'',  'Ecchi',  'Fantasy',  'School',  'Harem', 'Action']", DVD Special, 2014-2015,2.4
732,Live On Cardliver Kakeru,51,"['TMS Entertainment',  'Sakura Create']","[ 'Card Battles',  'Family Friendly',  'Based on a Manga',  'Game',  'Shounen', 'Fantasy', 'Action']", TV, 2008-2009,2.4
733,Eyeshield 21: Jump Festa 2005,145,"[ 'TV Tokyo Music',  'Nihon Ad Systems',  'Sentai Filmworks',  'NAS', 'Gallop', 'Artland',  'Studio Gallop']","[ 'Comedy',  'Sports',  'Shounen',  'Shorts', 'Based on a Manga', 'Action']", Other, 2005-2008,2.4
734,gdgd Fairies 2,12,"['Strawberry Meets Pictures', '']","[ 'Fantasy',  'Magic', 'Comedy']", TV, 2013-2013,2.4
735,Shin Hakkenden,26,"[ 'Public &amp; Basic', 'TV Tokyo', '']","[ 'Adventure', '\'\'', 'Action',  'Sci-Fi',  'Martial Arts']", TV, 1999-1999,2.4
736,Cutey Honey,25,"[ 'Dynamic Planning', 'Toei Animation',  'Discotek']","[ 'Adventure',  'Panty Shots',  'Ecchi',  'Magical Girl', 'Action',  'School',  'Sci-Fi']", TV, 1973-1974,2.4
737,Saint Seiya Omega,97,"[ 'TV Asahi',  'Dentsu', 'Toei Animation']","[ 'Hand to Hand Combat',  'Adventure',  'Superpowers',  'Fantasy',  'Shounen', 'Action']", TV, 2012-2014,2.4
738,Boku No Marie (My Dear Marie),3,"['Studio Pierrot',  'ADV Films']","[ 'Seinen',  'Robots',  'Romance',  'Ecchi', 'Comedy',  'Sci-Fi']", OVA, 1996-1996,2.4
739,Yuru Yuri (YuruYuri: Happy Go Lily),12,"[ 'DAX Production',  'Daume',  'Inc.', 'Dogakobo',  'Studio Gram',  'NIS America',  'Doga Kobo',  'PRA', 'TV Tokyo',  'Jumondo',  'Pony Canyon']","[ 'Slice of Life',  'School', 'Fantasy', 'Comedy',  'Shoujo Ai']", DVD Special, 2011-2011,2.4
740,Jungle Taitei (1989),52,"[ 'Tezuka Productions', 'TV Tokyo', 'Tezuka Productions']","['Adventure', 'Animal Protagonists',  'Drama']", TV, 1989-1990,2.4
741,SoulTaker,13,"[ 'Tatsunoko Productions', 'Tatsunoko Pro.', 'WOWOW',  'Pioneer LDC',  'Toshiba Entertainment']","[ 'Monsters',  'Psychological',  'Supernatural',  'Horror', 'Demons', 'Abstract',  'Superpowers',  'Shounen']", TV, 2001-2001,2.4
742,VS Knight Lamune &amp; 40 Fire,26,"['Production Reed', '']","['Action',  'Fantasy',  'Shounen',  'Comedy',  'Mecha', 'Comedy']", TV, 1996-1996,2.4
743,Power Stone,26,"['Studio Pierrot',  'Avex Entertainment',  'ADV Films']","[ 'Shounen',  'Fantasy', 'Adventure',  'Comedy',  'Historical']", TV, 1999-1999,2.4
744,Umi no Triton (Triton of the Sea),27,"[ 'add some', 'None found', '']","['Adventure',  'Fantasy',  'Shounen']", TV, 1972-1972,2.4
745,Appleseed XIII Movie 1: Tartaros,13,"['Production I.G',  'FUNimation Entertainment',  'Jinnis Animation Studios']","[ 'Military',  'Police',  'Sci Fi',  'Mecha',  'CG Animation', 'Based on a Manga', 'Action',  'Cyberpunk',  'Sci-Fi']", Movie, 2011-2012,2.4
746,Transfer,1,"[ 'add some', 'None found', '']","[ 'Music', 'Vocaloid', 'Action']", Music Video, 2012-2012,2.4
747,Chameleon (Bite me!),6,"['Daume',  'Horipro', '']","[ 'School Life',  'Seinen',  'Ecchi',  'Delinquents', 'Crude',  'School', 'Comedy']", OVA, 1992-1996,2.4
748,Boys Be...,13,"[ 'Right Stuf', 'Hal Film Maker']","[ 'Slice of Life',  'Shounen',  'Drama',  'Romance', 'Based on a Manga', 'Comedy']", TV, 2000-2000,2.4
749,Gamba no Bouken (Adventure of Gamba),26,"['Tokyo Movie Shinsha', 'TMS Entertainment']","['Adventure',  'Animal Protagonists',  'Kids']", TV, 1975-1975,2.4
750,Bakegyamon,51,['Radix'],"[ 'Based on a Manga',  'Game',  'Monsters',  'Adventure',  'Shounen',  'Person in a Strange World',  'Fantasy', 'Action']", TV, 2006-2007,2.4
751,Yuusha Shirei Dagwon,48,['Sunrise'],"['Combining Mecha',  'School',  'Martial Arts',  'Mecha',  'Adventure',  'Super Power', 'Action',  'Sci Fi']", TV, 1996-1997,2.4
752,Araiguma Rascal (Raccoon Rascal),52,['Nippon Animation'],"[ 'Slice of Life',  'World Masterpiece Theater', 'Based on a Novel',  'Historical', 'Drama']", TV, 1977-1977,2.4
753,NG Knight Ramune &amp; 40,38,"['Ashi Productions', 'Production Reed']","[ 'Shounen',  'Fantasy',  'Mecha', 'Adventure', '\'\'',  'Comedy']", TV, 1990-1991,2.4
754,Black Jack: Heian Sento,1,"['', 'Tezuka Productions']","['\'\'', 'Drama']", Movie, 1996-1996,2.4
755,Kaiketsu Zorori,52,"['Sunrise', 'Ajia-Do']","['Adventure',  'Animal Protagonists',  'Family Friendly',  'Comedy']", TV, 2004-2005,2.4
756,Genji Monogatari,1,"['Group TAC', 'TV Asahi',  'Group TAC']","['Based on a Novel',  'Drama',  'Romance', 'Drama',  'Josei',  'Feudal Japan',  'Historical']", Movie, 1987-1987,2.4
757,Minna no Uta: Koi Tsubomi,1,"[ 'add some', 'None found', '']","['Family Friendly', 'Fantasy',  'Music',  'Minna no Uta']", Music Video, 2006-2006,2.4
758,Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,1,"['Synergy SP', 'SynergySP']","[ 'Supernatural', 'Recap', 'Action',  'Shounen',  'Comedy']", DVD Special, 2010-2010,2.4
759,Gunslinger Stratos: The Animation,26,"['A-1 Pictures',  'Grooove',  'Trigger',  'FUNimation Entertainment', 'Starchild Records']","[ 'Based on a Video Game', 'Action',  'Sci Fi',  'Gunfights']", TV, 2015-2015,2.4
760,No Game No Life Specials,6,"['Madhouse',  'Media Factory',  'Sentai Filmworks', 'MADHOUSE']","[ 'Ecchi', 'Ecchi',  'Game',  'Fantasy', 'Comedy']", DVD Special, 2014-2014,2.4
761,Kuromajo-san ga Tooru!! (Here Comes the Black Witch!!),60,"['NHK',  'Shin-Ei Animation', 'Shinei Animation']","[ 'School Life', 'Based on a Novel',  'Comedy',  'Magic',  'Fantasy',  'Magical Girl',  'Slice of Life',  'School', 'Comedy']", TV, 2012-2014,2.4
762,Akihabara Dennou Gumi,26,"['Ashi Productions', 'Production Reed',  'GANSIS']","['Adventure',  'Shoujo',  'Panty Shots',  'Ecchi', 'Action',  'Magical Girl',  'Original Work',  'Mecha',  'Sci-Fi']", TV, 1998-1998,2.4
763,Ace wo Nerae!,26,"['Madhouse',  'Mainichi Broadcasting',  'Tokyo Movie Shinsha', 'MADHOUSE']","[ 'Tennis',  'Romance',  'Shoujo',  'Sports', 'Drama', 'Based on a Manga',  'School']", TV, 1973-1974,2.4
764,Mahou no Star Magical Emi,38,['Studio Pierrot'],"['Magical Girl',  'Shoujo',  'Magic', 'Comedy',  'Original Work']", TV, 1985-1986,2.4
765,Queen&#039;s Blade OVA,2,"[ 'Genco',  'Hobby Japan',  'Media Factory', '', 'Arms']","[ 'Fantasy',  'Adventure',  'Ecchi', 'Action', '\'\'']", OVA, 2011-2012,2.4
766,Ketsuekigata-kun!,13,"['Feel',  'Earth Star Entertainment']","['Based on a Manga', 'Comedy',  'Science',  'Comedy']", TV, 2013-2013,2.4
767,Otome wa Boku ni Koishiteru: Tsunderella,1,['Feel'],"[ 'Romance',  'Fantasy',  'School', 'Comedy']", DVD Special, 2007-2007,2.4
768,Tribe Cool Crew,50,"[ 'Bandai Namco Pictures',  'Sentai Filmworks',  'Bandai', 'Sunrise',  'Avex Entertainment']","['Family Friendly', 'Music',  'Tournaments',  'School',  'Original Work']", TV, 2014-2015,2.4
769,Rokushin Gattai GodMars (Six God Combination Godmars),64,"['Tokyo Movie Shinsha', 'TMS Entertainment']","['Combining Mecha',  'Sci Fi',  'Mecha', 'Action',  'Space',  'Sci-Fi']", TV, 1981-1982,2.4
770,Princess Lover! Picture Drama,12,"[ 'Dream Force', 'GoHands', '']","[ 'School',  'Ecchi', 'Comedy',  'Harem', 'Picture Drama']", DVD Special, 2009-2010,2.4
771,Nodame Cantabile: Finale Special,1,['J.C.Staff'],"[ 'Europe',  'Music',  'Comedy',  'Romance',  'Josei', 'Comedy', 'Classical Music']", DVD Special, 2010-2010,4.2
772,Mahou Shoujo Lyrical Nanoha A&#039;s (Magical Girl Lyrical Nanoha A&#039;s),13,"['Seven Arcs',  'FUNimation Entertainment']","[ 'Comedy', 'Magical Girl',  'Drama',  'Magic',  'Super Power', 'Action']", TV, 2005-2005,4.2
773,Bokura wa Minna Kawaisou: Hajimete no,14,"['Brains-Base', 'Brains Base']","[ 'Slice of Life',  'School Life',  'Comedy',  'Romance', 'Based on a Manga', 'Comedy']", DVD Special, 2014-2015,4.2
774,Slam Dunk,101,"[ 'TV Asahi', 'Toei Animation',  'Animax',  'FUNimation Entertainment']","[ 'Basketball',  'Based on a Manga',  'School Life',  'Tournaments',  'Comedy',  'Delinquents',  'Physical Abuse', 'Comedy', 'Action',  'Bullying',  'Sports',  'Shounen',  'School Club',  'Drama',  'School']", TV, 1993-1996,4.2
775,Katekyo Hitman Reborn! Special,203,['Artland'],"[ 'Based on a Manga',  'Supernatural',  'Comedy',  'Adventure',  'Superpowers',  'Shounen', 'Action', 'Comedy']", TV, 2006-2010,4.2
776,Denpa Teki na Kanojo,2,"['Brains-Base', 'Brains Base']","[ 'Seinen',  'Psychological',  'Mystery',  'Thriller', 'Mystery', 'Mature Themes',  'Violence',  'School']", OVA, 2009-2009,4.2
777,Full Metal Panic!,24,"[ 'ADV Films', 'Gonzo', 'GONZO',  'FUNimation Entertainment',  'Kadokawa Shoten']","[ 'Comedy',  'Tsundere', 'Action',  'Military',  'Based on a Light Novel',  'Mecha',  'Violence',  'Sci-Fi',  'Sci Fi']", TV, 2002-2002,4.2
778,Toaru Majutsu no Index II Specials,24,['J.C.Staff'],"[ 'Supernatural',  'Magic',  'Parody',  'Psychic Powers',  'Superpowers',  'Based on a Light Novel', 'Action', 'Comedy']", TV, 2010-2011,4.2
779,Ao no Exorcist Movie,1,"[ 'Aniplex of America', 'Aniplex', 'A-1 Pictures',  'A-1 Pictures']","[ 'Based on a Manga',  'Supernatural',  'Demons',  'Shounen',  'Fantasy', 'Action']", Movie, 2012-2012,4.2
780,Kami nomi zo Shiru Sekai (The World God Only Knows),12,"[ 'Geneon Universal Entertainment', 'TV Tokyo', 'Manglobe',  'Manglobe',  'Sentai Filmworks']","[ 'School Life',  'Supernatural',  'Otaku Culture',  'Romance',  'Comedy',  'Shounen',  'Demons',  'Fantasy', 'Based on a Manga',  'Harem', 'Comedy']", TV, 2010-2010,4.2
781,Shiki,22,"[ 'Daume', 'Aniplex',  'FUNimation Entertainment',  'Dentsu', 'Daume',  'Fuji TV']","[ 'Explicit Violence', 'Based on a Novel',  'Supernatural',  'Psychological',  'Horror',  'Mystery',  'Thriller',  'Physical Abuse', 'Mystery',  'Vampire',  'noitaminA',  'Vampires']", TV, 2010-2010,4.2
782,Initial D Third Stage,1,"['Pastel', 'OB Planning',  'FUNimation Entertainment']","['Cars',  'Cars',  'Seinen',  'Sports',  'Drama',  'Racing', 'Action']", Movie, 2001-2001,4.2
783,Ao Haru Ride OVA,12,"['Production I.G',  'TOHO animation']","[ 'School Life',  'Romance',  'Shoujo', 'Romance',  'Love Triangle',  'Drama',  'Slice of Life', 'Based on a Manga',  'School']", TV, 2014-2014,4.2
