Rank,Title,Episodes,Producers,Genres,Type,PremieredYear,ENDYear,Rating,Score,VoiceActors
4738,Angelique,3,"['Yumeta Company']","['Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Shoujo']",OVA,2004,2005,PG,6.56,"['Horiuchi Kenyuu', 'Iwata Mitsuo', 'Shiratori Yuri', 'Mitsuishi Kotono']"
3023,Animal Yokochou (Animal Lane),51,"['Studio Gallop']","['Adventure', 'Comedy', 'Fantasy', 'Shoujo']",TV,2005,2006,G,7.05,"['Nagasawa Nao', 'Erika', 'Shishido Rumi', 'Sato Yuko']"
2958,Animation Seisaku Shinkou Kuromi-chan (Animation Runner Kuromi),1,"['Yumeta Company', 'Central Park Media']","['Comedy', 'Drama', 'Parody']",OVA,2001,2001,PG-13,7.07,"['Asou Kaori', 'Matsumoto Yoshirou', 'Okamura Akemi', 'Yasuhara Reiko']"
2889,Animation Seisaku Shinkou Kuromi-chan 2 (Animation Runner Kuromi 2),1,"['Yumeta Company', 'Central Park Media']","['Comedy', 'Drama', 'Parody']",OVA,2004,2004,PG-13,7.09,"['Asou Kaori', 'Matsumoto Yoshirou', 'Okamura Akemi', 'Yasuhara Reiko']"
2917,Anime Himitsu no Hanazono (The Secret Garden),39,"['NHK', 'Gakken', 'NHK Enterprises']","['Drama', 'Historical', 'Kids', 'Shoujo']",TV,1991,1992,G,7.08,"['Tominaga Miina', 'Kamei Yoshiko', 'Satou Masamichi', 'Saka Osamu']"
2166,Anime Sanjuushi (The Three Musketeers),52,"['Gakken']","['Adventure', 'Drama', 'Historical', 'Romance']",TV,1987,1989,G,7.30,"['Yamada Eiko', 'Matsuda Tatsuya', 'Satou Masamichi', 'Kamiya Akira']"
3124,Anime Tenchou x Touhou Project,1,"['ufotable']","['Fantasy', 'Magic']",Special,2010,2010,G,7.02,"[]"
3753,Anime de Wakaru Shinryounaika (Comical Psychosomatic Medicine),20,"['Shin-Ei Animation']","['Comedy', 'Seinen']",ONA,2015,2015,PG-13,6.83,"['Endou Yurika', 'Miki Shinichiro', 'Hikasa Yoko', 'Sudou Saori']"
4900,Anmitsu Hime (Princess Anmitsu),51,"['Studio Pierrot', 'Fuji Pacific Music Publishing']","['Comedy', 'Historical', 'Shoujo']",TV,1986,1987,G,6.51,"['Koyama Mami', 'Fuchizaki Yuriko', 'Chiba Shigeru', 'Genda Tessyo']"
2506,Anne no Nikki (The Diary of Anne Frank),1,"['Madhouse', 'TBS', 'Imagica']","['Drama', 'Historical']",Movie,1995,1995,PG-13,7.19,"['Takahashi Reina', 'Katou Gou', 'Tano Seiko']"
44,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,11,"['Aniplex', 'Dentsu', 'A-1 Pictures', 'Fuji TV', 'NIS America', 'Inc.', 'Fuji Pacific Music Publishing']","['Drama', 'Slice of Life', 'Supernatural']",TV,2011,2011,PG-13,8.67,"['Kayano Ai', 'Irino Miyu', 'Tamura Mutsumi', 'Tomatsu Haruka', 'Toyosaki Aki', 'Kondou Takayuki']"
232,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,1,"['Aniplex', 'A-1 Pictures', 'Aniplex of America']","['Drama', 'Slice of Life', 'Supernatural']",Movie,2013,2013,PG-13,8.27,"['Kayano Ai', 'Irino Miyu', 'Tamura Mutsumi', 'Tomatsu Haruka', 'Toyosaki Aki', 'Kondou Takayuki']"
909,Ano Natsu de Matteru (Waiting in the Summer),12,"['J.C.Staff', 'Geneon Universal Entertainment', 'Genco', 'AT-X', 'Sentai Filmworks', 'Bushiroad Inc.', 'Showgate']","['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Shounen', 'Slice of Life']",TV,2012,2012,PG-13,7.75,"['Tomatsu Haruka', 'Tamura Yukari', 'Ishihara Kaori', 'Shimazaki Nobunaga']"
568,Another,12,"['Lantis', 'Kadokawa Shoten', 'P.A. Works', 'Toho Company', 'Sentai Filmworks', 'The Klock Worx', 'Bandai Namco Live Creative', 'NTT Docomo']","['Horror', 'Mystery', 'School', 'Supernatural', 'Thriller']",TV,2012,2012,R,7.96,"['Takamori Natsumi', 'Abe Atsushi', 'Yonezawa Madoka', 'Maeno Tomoaki']"
2365,Ansatsu Kyoushitsu,1,"['Brains Base']","['Action', 'Comedy', 'Shounen']",Special,2013,2013,PG-13,7.24,"['Seki Tomokazu', 'Touyama Nao', 'Okamoto Nobuhiko', 'Suwabe Junichi']"
370,Ansatsu Kyoushitsu (TV) (Assassination Classroom),22,"['Dentsu', 'FUNimation Entertainment', 'Fuji TV', 'DAX Production', 'Lerche']","['Action', 'Comedy', 'School', 'Shounen']",TV,2015,2015,PG-13,8.13,"['Fukuyama Jun', 'Fuchigami Mai', 'Okamoto Nobuhiko', 'Sugita Tomokazu']"
2654,Anyamal Tantei Kiruminzoo,50,"['Hal Film Maker', 'Satelight']","['Comedy', 'Magic', 'Shoujo']",TV,2009,2010,G,7.16,"['Anzai Chika', 'Tange Sakura', 'Sato Satomi', 'Yuuki Aoi']"
582,Ao Haru Ride (Blue Spring Ride),12,"['Production I.G', 'Movic', 'Sentai Filmworks', 'Sony Music Entertainment', 'TOHO animation']","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",TV,2014,2014,PG-13,7.95,"['Shiraishi Ryoko', 'Kaji Yuuki', 'Uchida Maaya', 'Matsuoka Yoshitsugu', 'Komatsu Mikako']"
838,Ao Haru Ride OVA,2,"['Production I.G', 'TOHO animation']","['Romance', 'School', 'Shoujo', 'Slice of Life']",OVA,2014,2014,PG-13,7.79,"['Kaji Yuuki', 'Uchida Maaya', 'Matsuoka Yoshitsugu', 'Komatsu Mikako']"
2544,Ao no 6-gou (Blue Submarine No. 6),4,"['Gonzo', 'Bandai Entertainment', 'Discotek']","['Action', 'Adventure', 'Mecha', 'Military', 'Sci-Fi']",OVA,1998,2000,PG-13,7.19,"['Gouda Hozumi', 'Yukana', 'Nagasawa Miki', 'Morikubo Showtaro']"
540,Ao no Exorcist (Blue Exorcist),25,"['Aniplex', 'Dentsu', 'A-1 Pictures', 'Mainichi Broadcasting', 'Movic', 'Aniplex of America', 'Sakura Create']","['Action', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",TV,2011,2011,PG-13,7.98,"['Watanabe Akeno', 'Okamoto Nobuhiko', 'Fukuyama Jun', 'Fujimura Ayumi', 'Kamiya Hiroshi', 'Kakihara Tetsuya']"
608,Ao no Exorcist Movie,1,"['Aniplex', 'A-1 Pictures', 'Aniplex of America']","['Action', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",Movie,2012,2012,PG-13,7.93,"['Okamoto Nobuhiko', 'Fukuyama Jun', 'Kugimiya Rie', 'Kiuchi Hidenobu']"
1430,Ao no Exorcist Movie Special,1,"['None found', 'add some']","['Comedy', 'Parody']",Special,2012,2012,PG-13,7.52,"[]"
2959,Aoi Blink (Blue Blink),39,"['Tezuka Productions']","['Adventure', 'Fantasy']",TV,1989,1990,G,7.07,"['Nozawa Masako', 'Yoshimura You', 'Ogata Kenichi', 'Itou Miki']"
2139,Aoharu x Kikanjuu (Aoharu x Machinegun),12,"['Brains Base', 'TBS', 'Sentai Filmworks']","['Action', 'Comedy', 'Shounen']",TV,2015,2015,PG-13,7.31,"['Matsuoka Yoshitsugu', 'Komatsu Mikako', 'Maeno Tomoaki', 'Okitsu Kazuyuki']"
569,Aoi Bungaku Series,12,"['Madhouse', 'Movic', 'Happinet Pictures']","['Drama', 'Historical', 'Psychological', 'Seinen', 'Thriller']",TV,2009,2009,R,7.96,"['Sakai Masato', 'Miyano Mamoru', 'Koyama Rikiya', 'Mizuki Nana']"
2070,Aoi Hana (Sweet Blue Flowers),11,"['J.C.Staff', 'Fuji TV', 'Right Stuf', 'Fuji Pacific Music Publishing']","['Romance', 'Shoujo Ai', 'Slice of Life']",TV,2009,2009,PG-13,7.33,"['Takabe Ai', 'Gibu Yuko', 'Ishimatsu Chiemi', 'Horie Yui']"
1371,Aoki Densetsu Shoot! (Blue Legend Shoot!),58,"['Toei Animation']","['Action', 'Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Sports']",TV,1993,1994,PG-13,7.54,"['Furukawa Toshio', 'Midorikawa Hikaru', 'Kikuchi Masami', 'Canna Nobutoshi']"
3258,Aoki Densetsu Shoot! (Movie) (Blue Legend Shoot!),1,"['None found', 'add some']","['Action', 'Shounen', 'Sports']",Movie,1994,1994,PG,6.98,"['Seki Tomokazu']"
2431,Aoki Ryuusei SPT Layzner (Blue Comet SPT Layzner),38,"['Sunrise']","['Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']",TV,1985,1986,PG-13,7.22,"['Inoue Kazuhiko', 'Emori Hiroko', 'Shiozawa Kaneto', 'Hara Eriko']"
3259,Aoki Ryuusei SPT Layzner OVA (Blue Comet SPT Layzner),3,"['Sunrise']","['Action', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']",OVA,1986,1986,PG-13,6.97,"[]"
1431,Aoyama Goushou Tanpenshuu,7,"['TMS Entertainment', 'Kyokuichi Tokyo Movie Shinsha']","['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",Special,1999,1999,PG-13,7.52,"[]"
4440,Aozora Shoujo-tai (801 T.T.S. Airbats),7,"['Studio Fantasia', 'ADV Films']","['Action', 'Comedy', 'Military', 'Romance', 'Shounen']",OVA,1994,1996,PG-13,6.65,"['Orikasa Ai', 'Miki Shinichiro', 'Hisakawa Aya', 'Wakamoto Norio']"
3820,Appleseed,1,"['Gainax', 'Bandai Visual', 'Touhouku Shinsha', 'TBS', 'Movic']","['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']",OVA,1988,1988,PG-13,6.81,"['Katsuki Masako', 'Sakaguchi Yoshisada', 'Sawada Toshiko', 'Furukawa Toshio']"
2366,Appleseed (Movie),1,"['Geneon Universal Entertainment', 'Mainichi Broadcasting', 'Sentai Filmworks', 'Digital Frontier', 'Tohokushinsha Film Corporation']","['Action', 'Drama', 'Mecha', 'Military', 'Police', 'Sci-Fi', 'Shounen']",Movie,2004,2004,R,7.24,"['Kobayashi Ai', 'Kosugi Juurouta', 'Matsuoka Yuki', 'Koyama Mami']"
2241,Appleseed Alpha,1,"['Sony Pictures Entertainment', 'Aniplex', 'Lucent Pictures Entertainment', 'Sola Digital Arts']","['Action', 'Adventure', 'Mecha', 'Military', 'Police', 'Sci-Fi']",Movie,2015,2015,R,7.28,"['Komatsu Yuka', 'Suwabe Junichi', 'Nazuka Kaori']"
1492,Appleseed Saga Ex Machina (Appleseed: Ex Machina),1,"['ADV Films', 'Sega', 'Warner Bros.', 'Digital Frontier']","['Action', 'Mecha', 'Military', 'Sci-Fi']",Movie,2007,2007,PG-13,7.50,"['Kobayashi Ai', 'Yamadera Kouichi', 'Kishi Yuuji', 'Sawashiro Miyuki']"
4832,Appleseed XIII,13,"['Production I.G', 'FUNimation Entertainment', 'Jinnis Animation Studios']","['Action', 'Mecha', 'Military', 'Police', 'Sci-Fi']",OVA,2011,2012,R,6.53,"['Sakamoto Maaya', 'Yamadera Kouichi', 'Takahashi Mikako', 'Tamagawa Sakiko']"
1998,Aquarion Evol,26,"['Satelight', 'FUNimation Entertainment', 'Media Factory', 'Bandai', '8bit']","['Action', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']",TV,2012,2012,PG-13,7.35,"['Hanazawa Kana', 'Uchiyama Kouki', 'Kayano Ai', 'Kaji Yuuki']"
3682,Araiguma Rascal (Raccoon Rascal),52,"['Nippon Animation']","['Drama', 'Historical', 'Slice of Life']",TV,1977,1977,G,6.85,"['Nozawa Masako']"
910,Arakawa Under the Bridge,13,"['Shaft', 'Square Enix', 'Starchild Records', 'Rakuonsha', 'NIS America', 'Inc.']","['Comedy', 'Romance', 'Seinen']",TV,2010,2010,PG-13,7.75,"['Sakamoto Maaya', 'Saito Chiwa', 'Kamiya Hiroshi', 'Sugita Tomokazu', 'Sawashiro Miyuki']"
672,Arakawa Under the Bridge x Bridge,13,"['Shaft', 'Square Enix', 'Starchild Records', 'NIS America', 'Inc.', 'TV Tokyo Music', 'GANSIS']","['Comedy', 'Romance', 'Seinen']",TV,2010,2010,PG-13,7.89,"['Sakamoto Maaya', 'Kamiya Hiroshi', 'Sugita Tomokazu', 'Sawashiro Miyuki']"
609,Arashi no Yoru ni,1,"['Group TAC', 'TBS']","['Adventure', 'Comedy', 'Drama', 'Fantasy']",Movie,2005,2005,G,7.93,"['Nakamura Shidou', 'Narimiya Hiroki', 'Takeuchi Riki']"
4171,Arata Kangatari (Arata: The Legend),12,"['TV Tokyo', 'Satelight', 'Lantis', 'JM animation']","['Adventure', 'Fantasy', 'Shounen']",TV,2013,2013,PG-13,6.73,"['Ono Yuuki', 'Okamoto Nobuhiko', 'Matsuoka Yoshitsugu', 'Takagaki Ayahi']"
4471,Arc the Lad,26,"['Bee Train', 'Sony Pictures Entertainment', 'Aniplex', 'ADV Films']","['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']",TV,1999,1999,R,6.64,"['Yuuki Hiro', 'Namikawa Daisuke', 'Mizutani Yuuko', 'Horie Yui']"
1113,Area 88,3,"['Studio Pierrot', 'ADV Films', 'Central Park Media']","['Action', 'Adventure', 'Drama', 'Military', 'Romance']",OVA,1985,1986,R+,7.64,"['Shiozawa Kaneto', 'Tomiyama Kei', 'Otsuka Chikao']"
2507,Area 88 (TV),12,"['TV Asahi', 'Group TAC', 'ADV Films']","['Action', 'Drama', 'Military', 'Romance', 'Shounen']",TV,2004,2004,PG-13,7.20,"['Koyasu Takehito', 'Miki Shinichiro', 'Seki Tomokazu', 'Takahashi Hiroki']"
1773,Area no Kishi (The Knight in the Area),37,"['TV Asahi', 'Shin-Ei Animation']","['Comedy', 'School', 'Shounen', 'Sports']",TV,2012,2012,PG-13,7.42,"['Sanpei Yuuko', 'Itou Shizuka', 'Fukuyama Jun', 'Kumai Motoko', 'Ishida Akira']"
2712,Arete Hime (Princess Arete),1,"['Studio 4°C', 'Imagica']","['Fantasy', 'Magic']",Movie,2001,2001,G,7.14,"['Kuwashima Houko', 'Koyama Tsuyoshi', 'Suyama Akio', 'Koorogi Satomi', 'Takayama Minami']"
3365,Argento Soma,25,"['Sunrise', 'Bandai Entertainment', 'Sentai Filmworks']","['Action', 'Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",TV,2000,2001,PG-13,6.95,"['Hoshi Soichiro', 'Kuwashima Houko', 'Takada Yuji', 'Horie Yui']"
4543,Argento Soma Special,1,"['Sunrise', 'Bandai Entertainment']","['Action', 'Mecha', 'Sci-Fi']",Special,2002,2002,PG-13,6.62,"['Horie Yui', 'Nakata Jouji', 'Sayuri', 'Inoue Kikuko']"
762,Aria The Animation,13,"['Hal Film Maker', 'Right Stuf']","['Fantasy', 'Sci-Fi', 'Slice of Life']",TV,2005,2005,G,7.83,"['Hazuki Erino', 'Hirohashi Ryou', 'Ohara Sayaka', 'Saito Chiwa']"
187,Aria The Natural,26,"['Hal Film Maker', 'Right Stuf']","['Fantasy', 'Sci-Fi', 'Slice of Life']",TV,2006,2006,G,8.34,"['Hazuki Erino', 'Hirohashi Ryou', 'Ohara Sayaka', 'Saito Chiwa']"
39,Aria The Origination,13,"['Hal Film Maker', 'Right Stuf']","['Fantasy', 'Sci-Fi', 'Slice of Life']",TV,2008,2008,G,8.70,"['Hazuki Erino', 'Hirohashi Ryou', 'Ohara Sayaka', 'Saito Chiwa']"
2031,Aria The Origination Picture Drama,7,"['Hal Film Maker', 'Right Stuf']","['Fantasy', 'Sci-Fi', 'Slice of Life']",Special,2008,2008,G,7.34,"['Hazuki Erino', 'Hirohashi Ryou', 'Ohara Sayaka', 'Saito Chiwa']"
2433,Armitage III,4,"['AIC', 'FUNimation Entertainment', 'Pioneer LDC']","['Action', 'Adventure', 'Mecha', 'Police', 'Romance', 'Sci-Fi']",OVA,1995,1995,R,7.22,"['Kasahara Hiroko', 'Nakao Ryuusei', 'Masutani Yasunori', 'Ogata Megumi']"
4172,Arrow Emblem Grand Prix no Taka (Super Grand Prix),44,"['Toei Animation']","['Cars', 'Drama', 'Sports']",TV,1977,1978,PG-13,6.73,"['Tomiyama Kei', 'Ogata Kenichi', 'Yoshida Rihoko', 'Hase Sanji']"
4545,Asari-chan,54,"['Toei Animation']","['Comedy', 'Shoujo', 'Slice of Life']",TV,1982,1983,G,6.62,"['Miwa Katsue', 'Tsukase Noriko', 'Kawashima Chiyoko', 'Mukai Mariko']"
3095,Arslan Senki (The Heroic Legend of Arslan),6,"['J.C.Staff', 'Production I.G', 'Kadokawa Shoten', 'Animate Film', 'Movic', 'Sony Music Entertainment']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical']",OVA,1991,1995,PG-13,7.03,"['Inoue Kazuhiko', 'Yamaguchi Kappei', 'Shiozawa Kaneto', 'Yao Kazuki']"
653,Arslan Senki (TV) (The Heroic Legend of Arslan),25,"['FUNimation Entertainment', 'Mainichi Broadcasting', 'Kodansha', 'Magic Capsule', 'SANZIGEN', 'LIDENFILMS', 'Graphinica', 'NBCUniversal Entertainment']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Supernatural']",TV,2015,2015,R,7.90,"['Hosoya Yoshimasa', 'Kobayashi Yuusuke', 'Namikawa Daisuke', 'KENN']"
4275,Arslan Senki (TV) Specials,Unknown,"['SANZIGEN', 'LIDENFILMS']","['Comedy']",Special,2015 to ?,2015 to ?,PG-13,6.70,"[]"
4740,Aru Hibi no CLAMP Gakuen Tanteidan,13,"['Studio Pierrot', 'Bandai Visual']","['Comedy']",Special,2005,2005,G,6.56,"[]"
3720,Aru Machi Kado no Monogatari (Tales of the Street Corner),1,"['Mushi Productions']","['Drama', 'Music', 'Romance']",Movie,1962,1962,G,6.84,"[]"
1874,Aru Tabibito no Nikki,6,"['Robot']","['Adventure', 'Fantasy']",ONA,2003,2003,G,7.39,"[]"
4544,Aru Tabibito no Nikki Specials,3,"['Robot']","['Adventure', 'Fantasy']",Special,2006,2006,G,6.62,"[]"
2546,Asatte no Houkou. (Living for the Day After Tomorrow),12,"['J.C.Staff', 'Bandai Visual', 'Lantis', 'TBS', 'Sentai Filmworks']","['Drama', 'Supernatural']",TV,2006,2006,PG-13,7.19,"['Itou Shizuka', 'Hino Satoshi', 'Fujimura Ayumi', 'Nomura Katsuhito']"
4669,Ashita Tenki ni Naare (A Great Super Shot Boy),47,"['NAS', 'Fuji TV']","['Sports']",TV,1984,1985,G,6.58,"[]"
3792,Ashita e Attack! (Attack on Tomorrow),23,"['Nippon Animation']","['Drama', 'School', 'Sports']",TV,1977,1977,PG-13,6.82,"['Koyama Mami', 'Nobusawa Mieko', 'Yokozawa Keiko', 'Matsukane Yoneko']"
3914,Ashita e Free Kick,52,"['Production Reed']","['Sports']",TV,1992,1993,PG-13,6.79,"['Kusao Takeshi', 'Sasaki Nozomu', 'Watanabe Misa', 'Shiratori Yuri']"
329,Ashita no Joe (Tomorrow&#039;s Joe),79,"['Mushi Productions']","['Drama', 'Sports']",TV,1970,1971,PG-13,8.17,"['Aoi Teruhiko', 'Nakamura Shuusei', 'Fujioka Juukei', 'Ebisu Masako']"
2168,Ashita no Joe (Movie),1,"['Mushi Productions']","['Action', 'Drama', 'Sports']",Movie,1980,1980,PG-13,7.30,"['Aoi Teruhiko', 'Hosokawa Toshiyuki', 'Fujioka Juukei', 'Dan Fumi']"
169,Ashita no Joe 2 (Rocky Joe 2),47,"['Tokyo Movie Shinsha', 'Annapuru']","['Drama', 'Sports']",TV,1980,1981,PG-13,8.37,"['Aoi Teruhiko', 'Fujioka Juukei', 'Tanaka Emi', 'Nakao Ryuusei']"
1432,Ashita no Joe 2 (Movie),1,"['Tokyo Movie Shinsha']","['Drama', 'Sports']",Movie,1981,1981,PG-13,7.52,"['Aoi Teruhiko', 'Fujioka Juukei', 'Dan Fumi', 'Yamanaka Joe']"
1037,Ashita no Nadja (Tomorrow&#039;s Nadja),50,"['Toei Animation']","['Adventure', 'Drama', 'Historical', 'Romance', 'Shoujo']",TV,2003,2004,G,7.68,"['Koshimizu Ami', 'Saiga Mitsuki', 'Saiga Mitsuki', 'Shishido Rumi']"
3421,Asobi ni Iku yo! (Cat Planet Cuties),12,"['AIC', 'FUNimation Entertainment', 'Lantis', 'Media Factory', 'Pony Canyon', 'Rakuonsha', 'AT-X', 'AIC Plus+', 'The Klock Worx', 'Ryukyu Asahi Broadcasting']","['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi']",TV,2010,2010,R+,6.93,"['Itou Kanae', 'Hanazawa Kana', 'Tomatsu Haruka', 'Tamura Mutsumi']"
3300,Asobot Senki Gokuu (Monkey Typhoon),52,"['Studio Egg']","['Comedy', 'Sci-Fi']",TV,2002,2003,PG,6.97,"['Yamaguchi Kappei', 'Iizuka Mayumi', 'Kunimoto Takeharu', 'Seki Tomokazu']"
4957,Asobou! Hello Kitty,26,"['Sanrio']","['Adventure', 'Fantasy', 'Kids']",TV,1994,1994,PG,6.49,"[]"
3585,Astarotte no Omocha! (Astarotte&#039;s Toy),12,"['Diomedea', 'Kadokawa Shoten', 'Pony Canyon', 'DAX Production', 'The Klock Worx', 'ASCII Media Works', 'Astarotte no Omocha! Production Committee']","['Comedy', 'Demons', 'Ecchi', 'Fantasy', 'Romance', 'Seinen']",TV,2011,2011,PG-13,6.88,"['Kugimiya Rie', 'Tamura Yukari', 'Satou Rina', 'Minaguchi Yuko']"
3546,Astarotte no Omocha! EX (Astarotte&#039;s Toy EX),1,"['Diomedea']","['Comedy', 'Demons', 'Ecchi', 'Fantasy', 'Romance', 'Seinen']",OVA,2011,2011,R+,6.89,"['Kugimiya Rie', 'Tamura Yukari', 'Minaguchi Yuko', 'Satou Rina']"
2209,Astro Boy,193,"['Mushi Productions']","['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",TV,1963,1966,G,7.29,"['Shimizu Mari', 'Tagami Kazue', 'Katsuta Hisashi', 'Yokomori Hisashi', 'Mutou Reiko', 'Mizugaki Youko']"
2242,Astro Boy (1980),52,"['Tezuka Productions', 'Nippon Television Network Corporation']","['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,1980,1981,G,7.28,"['Shimizu Mari', 'Katsuta Hisashi', 'Mori Katsuji']"
3197,Astro Boy (2003),50,"['Sony Pictures Entertainment', 'Dentsu', 'Tezuka Productions']","['Action', 'Adventure', 'Kids', 'Mecha', 'Sci-Fi', 'Shounen', 'Super Power']",TV,2003,2004,G,7.00,"['Tsumura Makoto', 'Oowada Shinya', 'Ishii Kouji', 'Katsuta Hisashi']"
3328,Astroganger,26,"['Toei Animation', 'Knack Productions']","['Action', 'Mecha', 'Sci-Fi']",TV,1972,1973,G,6.96,"['Sawada Kazuko', 'Iizuka Shouzou', 'Suzuki Hiroko', 'Oomiya Teiji']"
2890,Asu no Yoichi! (Samurai Harem),12,"['AIC', 'Lantis', 'TBS', 'Sentai Filmworks']","['Comedy', 'Ecchi', 'Harem', 'Martial Arts', 'Romance', 'Shounen']",TV,2009,2009,PG-13,7.09,"['Tomatsu Haruka', 'Okamoto Nobuhiko', 'Tamura Yukari', 'Satou Rina']"
2304,Asura,1,"['Toei Animation']","['Drama', 'Historical']",Movie,2012,2012,R+,7.26,"['Nozawa Masako', 'Hayashibara Megumi', 'Hirata Hiroaki', 'Kitaooji Kinya']"
2713,Asura Cryin&#039;,13,"['TV Tokyo', 'Seven Arcs', 'Starchild Records', 'Raku High Student Council']","['Action', 'Mecha', 'Supernatural']",TV,2009,2009,PG-13,7.14,"['Nonaka Ai', 'Tomatsu Haruka', 'Irino Miyu', 'Tanaka Rie']"
1406,Asura Cryin&#039; 2,13,"['TV Tokyo', 'Seven Arcs', 'Starchild Records', 'Raku High Student Council']","['Action', 'Mecha', 'Supernatural']",TV,2009,2009,PG-13,7.53,"['Nonaka Ai', 'Tomatsu Haruka', 'Irino Miyu', 'Tanaka Rie']"
4087,Atama Yama (Mt. Head),1,"['Studio Deen', 'Yamamura Animation', 'Inc.']","['Comedy', 'Dementia', 'Fantasy']",Movie,2002,2002,PG,6.75,"['Kunimoto Takeharu']"
4088,Atarashii Sekai (New World),1,"['Studio 4°C']","['Music']",Music,2008,2008,G,6.75,"[]"
1774,Atashin&#039;chi (My Family),330,"['TV Asahi', 'Yumeta Company', 'Shin-Ei Animation']","['Comedy', 'Slice of Life']",TV,2002,2009,G,7.42,"['Watanabe Kumiko', 'Orikasa Fumiko', 'Inokuchi Yuka', 'Sakaguchi Daisuke']"
4670,Atashin&#039;chi Movie,1,"['Toei Animation']","['Comedy']",Movie,2003,2003,G,6.58,"[]"
4741,Ayakashi,12,"['Tokyo Kids']","['Action', 'Fantasy', 'Horror', 'Sci-Fi']",TV,2007,2008,R,6.56,"['Mizuki Nana', 'Kishio Daisuke', 'Sugita Tomokazu', 'Shimizu Ai']"
3683,Attack No.1,104,"['Tokyo Movie Shinsha']","['Drama', 'Shoujo', 'Sports']",TV,1969,1971,PG-13,6.85,"['Kobato Kurumi', 'Masuyama Eiko', 'Sakai Sumie']"
4373,Attacker You!,58,"['Shaft', 'Knack Productions']","['Romance', 'Sports']",TV,1984,1985,R+,6.67,"['Kobayashi Yuko', 'Akiyama Runa', 'Ikemizu Michihiro']"
2547,Aura Battler Dunbine,49,"['Sunrise', 'Bandai Visual', 'ADV Films']","['Adventure', 'Mecha', 'Sci-Fi']",TV,1983,1984,PG-13,7.19,"['Nakahara Shigeru', 'Kawamura Maria', 'Doi Mika', 'Osaka Hidemi']"
1838,Ayashi no Ceres (Ceres, Celestial Legend),24,"['Studio Pierrot', 'Bandai Visual', 'Viz Media', 'Discotek']","['Adventure', 'Comedy', 'Drama', 'Horror', 'Psychological', 'Romance', 'Shoujo', 'Supernatural']",TV,2000,2000,R,7.40,"['Konishi Katsuyuki', 'Kakazu Yumi', 'Iwao Junko', 'Itou Kentarou']"
3684,Azuki-chan,117,"['Madhouse']","['Comedy', 'Romance', 'Shoujo', 'Slice of Life']",TV,1995,1998,G,6.84,"['Yukana', 'Miyazaki Issei', 'Kawata Taeko', 'Matsumoto Rika']"
408,Azumanga Daioh (Azumanga Daioh: The Animation),26,"['J.C.Staff', 'Genco', 'ADV Films', 'Lantis', 'Imagica', 'Azumanga Daioh Production Committee', 'TV Tokyo Music', 'Cosmic Ray']","['Comedy', 'School', 'Slice of Life']",TV,2002,2002,PG-13,8.10,"['Matsuoka Yuki', 'Asakawa Yuu', 'Kaneda Tomoko', 'Higuchi Chieko']"
3685,Azumanga Web Daioh,1,"['J.C.Staff']","['Comedy', 'School', 'Slice of Life']",ONA,2000,2000,G,6.85,"['Kawasumi Ayako', 'Saitou Ayaka', 'Hanba Tomoe']"
4958,B-Densetsu! Battle Bedaman Enkon,51,"['Heewon Entertainment', 'Yomiuri Advertising']","['Adventure', 'Comedy', 'Kids', 'Shounen']",TV,2005,2005,PG,6.49,"['Takagi Reiko', 'Hoshi Soichiro', 'Yuuki Hiro']"
2617,B&#039;T X,25,"['Tokyo Movie Shinsha', 'TMS-Kyokuchi']","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,1996,1996,PG-13,7.17,"['Hiyama Nobuyuki', 'Horikawa Jin', 'Ichijo Kazuya', 'Sakuta Osamu']"
2210,B&#039;T X Neo,14,"['TMS-Kyokuchi']","['Action', 'Adventure', 'Shounen']",OVA,1997,1998,PG-13,7.29,"['Hiyama Nobuyuki', 'Horikawa Jin', 'Ichijo Kazuya']"
