ID,Title,Episodes,ProductionHouse,Genres,Type,Year,Rating
2775,Junjou Romantica,12,"['Studio Deen', 'Frontier Works', 'Right Stuf', 'Memory-Tech']","['Comedy', 'Drama', 'Romance', 'Shounen Ai']",TV,2008-2008,PG-13
2776,Ginga Sengoku Gunyuuden Rai (Galaxy Warring State Chronicle Rai),52,"['TV Tokyo', 'SoftX', 'E&amp;G Films']","['Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",TV,1994-1995,PG-13
2777,K-On!! (K-ON! Season 2),26,"['Kyoto Animation', 'Pony Canyon', 'TBS', 'Movic', 'Rakuonsha', 'Sentai Filmworks', 'Animation Do']","['Comedy', 'Music', 'School', 'Slice of Life']",TV,2010-2010,PG-13
2778,Noragami,12,"['Bones', 'Avex Entertainment', 'Dentsu', 'FUNimation Entertainment', 'Shochiku', 'Kodansha', 'Movic', 'Ai Addiction']","['Action', 'Adventure', 'Shounen', 'Supernatural']",TV,2014-2014,PG-13
2779,Durarara!!x2 Ten,12,"['Aniplex of America', 'Studio Shuka ']","['Action', 'Mystery', 'Supernatural']",TV,2015-2015,R
2780,Grisaia no Rakuen,10,"['Frontier Works', 'Sentai Filmworks', '8bit']","['Drama', 'Harem', 'Psychological', 'Romance']",TV,2015-2015,R+
2781,Kuroshitsuji (Black Butler),24,"['Aniplex', 'A-1 Pictures', 'Square Enix', 'FUNimation Entertainment', 'Yomiko Advertising', 'Mainichi Broadcasting', 'Movic', 'Trinity Sound']","['Action', 'Comedy', 'Demons', 'Fantasy', 'Historical', 'Shounen', 'Supernatural']",TV,2008-2009,R
2782,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,13,"['Geneon Universal Entertainment', 'Brains Base', 'TBS', 'Sentai Filmworks', 'Delphi Sound', 'Marvelous AQL', 'Atelier Musa']","['Comedy', 'Romance', 'School']",TV,2013-2013,PG-13
2783,Full Metal Panic! The Second Raid,13,"['Kyoto Animation', 'ADV Films', 'FUNimation Entertainment', 'Kadokawa Shoten', 'Kadokawa Pictures USA', 'Happinet Pictures']","['Action', 'Mecha', 'Military']",TV,2005-2005,R+
2784,School Rumble,26,"['TV Tokyo', 'Sotsu Agency', 'Marvelous Entertainment', 'Starchild Records', 'FUNimation Entertainment', 'Media Factory', 'Studio Comet', 'DAX Production', 'Studio Jack']","['Comedy', 'Romance', 'School', 'Shounen']",TV,2004-2005,PG-13
2785,Zoku Sayonara Zetsubou Sensei,13,"['Shaft', 'Starchild Records']","['Comedy', 'Parody', 'School']",TV,2008-2008,R
2786,Hanasaku Iroha (Hanasaku Iroha ~Blossoms for Tomorrow~),26,"['Bandai Visual', 'Yomiuri Telecasting Corporation', 'Lantis', 'P.A. Works', 'Pony Canyon', 'NIS America', 'Inc.', 'Showgate']","['Comedy', 'Drama', 'Seinen', 'Slice of Life']",TV,2011-2011,PG-13
2787,Hidamari Sketch x ☆☆☆,12,"['Aniplex', 'Shaft', 'Lantis', 'Sentai Filmworks']","['Comedy', 'School', 'Slice of Life']",TV,2010-2010,PG-13
2788,Zan Sayonara Zetsubou Sensei,13,['Shaft'],"['Comedy', 'Parody', 'School']",TV,2009-2009,R
2789,High School DxD New,12,"['Genco', 'FUNimation Entertainment', 'TNK']","['Action', 'Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']",TV,2013-2013,R+
2790,Bokura wa Minna Kawaisou,12,"['Brains Base', 'TBS', 'Sentai Filmworks']","['Comedy', 'Romance', 'School', 'Slice of Life']",TV,2014-2014,PG-13
2791,Kindaichi Shounen no Jikenbo (TV),148,['Toei Animation'],"['Mystery', 'Shounen']",TV,1997-2000,R
2792,Kyousou Giga (TV),10,"['Toei Animation', 'Discotek']","['Action', 'Fantasy', 'Supernatural']",TV,2013-2013,PG-13
2793,Pandora Hearts,25,"['Xebec', 'Square Enix', 'TBS', 'NIS America', 'Inc.', 'flying DOG']","['Adventure', 'Fantasy', 'Mystery', 'Shounen', 'Supernatural']",TV,2009-2009,PG-13
2794,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,13,"['J.C.Staff', 'Genco', 'Movic', 'Sentai Filmworks', 'Warner Bros.', 'The Klock Worx', 'SoftBank Creative Corp.', 'Showgate', 'Mages']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",TV,2015-2015,PG-13
2795,Ao Haru Ride (Blue Spring Ride),12,"['Production I.G', 'Movic', 'Sentai Filmworks', 'Sony Music Entertainment', 'TOHO animation']","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",TV,2014-2014,PG-13
2796,Jinrui wa Suitai Shimashita (Humanity Has Declined),12,"['Sotsu Agency', 'AIC A.S.T.A.', 'Lantis', 'Pony Canyon', 'Movic', 'Sentai Filmworks', 'Marvelous AQL']","['Fantasy', 'Seinen']",TV,2012-2012,PG-13
2797,Wolf&#039,s Rain,26,"['Bones', 'Bandai Visual', 'Asatsu DK', 'Fuji TV', 'Bandai Entertainment']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",TV,2003-2003
2798,Hana yori Dango (Boys Over Flowers),51,"['Toei Animation', 'Viz Media', 'Discotek']","['Drama', 'Romance', 'School', 'Shoujo']",TV,1996-1997,PG-13
2799,Tegami Bachi Reverse (Letter Bee Reverse),25,"['Studio Pierrot', 'TV Tokyo', 'Sentai Filmworks']","['Adventure', 'Fantasy', 'Supernatural']",TV,2010-2011,PG-13
2800,Hanasakeru Seishounen,39,['Studio Pierrot'],"['Drama', 'Romance', 'Shoujo']",TV,2009-2010,PG-13
2801,Lucky☆Star,24,"['Kyoto Animation', 'FUNimation Entertainment', 'Lantis', 'Rakuonsha', 'Kadokawa Pictures USA', 'Lucky Paradise']","['Comedy', 'Parody', 'School', 'Slice of Life']",TV,2007-2007,PG-13
2802,Kyou kara Maou! (King From Now On!),78,"['Studio Deen', 'NHK']","['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Shoujo']",TV,2004-2006,PG-13
2803,Baka to Test to Shoukanjuu (Baka and Test,13,"['FUNimation Entertainment', 'Silver Link', 'Cospa']","['Comedy', 'Romance', 'School', 'Super Power']",TV,2010-2010,PG-13
2804,K-On!,13,"['Kyoto Animation', 'Pony Canyon', 'TBS', 'Movic', 'Rakuonsha', 'Bandai Entertainment', 'Sentai Filmworks', 'Animation Do']","['Comedy', 'Music', 'School', 'Slice of Life']",TV,2009-2009,PG-13
2805,Seikai no Senki (Banner of the Stars),13,"['Sunrise', 'Bandai Visual', 'WOWOW', 'BeSTACK', 'FUNimation Entertainment', 'Bandai Entertainment']","['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",TV,2000-2000,PG-13
2806,The Law of Ueki,51,"['Geneon Universal Entertainment', 'Studio Deen', 'Shogakukan Productions', 'FUNimation Entertainment', 'Studio Izena', 'Studio Tulip', 'TV Tokyo Music']","['Adventure', 'Comedy', 'Drama', 'Shounen', 'Supernatural']",TV,2005-2006,PG-13
2807,Toaru Majutsu no Index II (A Certain Magical Index II),24,"['J.C.Staff', 'Geneon Universal Entertainment', 'Square Enix', 'FUNimation Entertainment', 'AT-X', 'ASCII Media Works', 'Delphi Sound']","['Action', 'Magic', 'Sci-Fi', 'Super Power']",TV,2010-2011,R
2808,Akame ga Kill!,24,"['Square Enix', 'White Fox', 'Sentai Filmworks', 'TOHO animation']","['Action', 'Adventure', 'Fantasy']",TV,2014-2014,R
2809,Guilty Crown,22,"['Production I.G', 'Aniplex', 'Dentsu', 'FUNimation Entertainment', 'Movic', 'Fuji TV', 'Fuji Pacific Music Publishing']","['Action', 'Drama', 'Sci-Fi', 'Shounen', 'Super Power']",TV,2011-2012,R
2810,Hello! Lady Lynn,36,['Toei Animation'],['Drama'],TV,1988-1989,G
2811,Ranma ½,161,"['Studio Deen', 'Shogakukan Productions', 'Kitty Films', 'Viz Media', 'Fuji TV']","['Comedy', 'Fantasy', 'Martial Arts', 'Slice of Life']",TV,1989-1992,R+
2812,Bishoujo Senshi Sailor Moon S (Sailor Moon S),38,"['Toei Animation', 'TV Asahi', 'Viz Media']","['Drama', 'Magic', 'Romance', 'Shoujo']",TV,1994-1995,PG-13
2813,Chibi Maruko-chan,142,"['Nippon Animation', 'Fuji TV']","['Comedy', 'Shoujo', 'Slice of Life']",TV,1990-1992,G
2814,Tokyo Ravens,24,"['Geneon Universal Entertainment', 'FUNimation Entertainment', 'Movic', '8bit', 'Bushiroad Inc.', 'Showgate', 'Tokyo MX']","['Comedy', 'School', 'Shounen', 'Super Power', 'Supernatural']",TV,2013-2014,PG-13
2815,Chi&#039,s Sweet Home,104,"['Madhouse', 'TV Tokyo', 'Discotek']","['Comedy', 'Slice of Life']",TV,2008-2008
2816,Kore wa Zombie Desu ka? of the Dead (Is this A Zombie? of the Dead),10,"['Studio Deen', 'FUNimation Entertainment', 'Kadokawa Shoten', 'AT-X', 'Kadokawa Pictures Japan', 'The Klock Worx', 'flying DOG']","['Action', 'Comedy', 'Ecchi', 'Harem', 'Magic', 'Supernatural']",TV,2012-2012,R
2817,Special A (Special A (S.A)),24,"['Gonzo', 'AIC', 'Sentai Filmworks', 'Showgate']","['Comedy', 'Romance', 'School', 'Shoujo']",TV,2008-2008,PG-13
2818,Yume-iro Pâtissière SP Professional,13,['Studio Pierrot'],"['Shoujo', 'Slice of Life']",TV,2010-2010,G
2819,Daa! Daa! Daa!,78,['J.C.Staff'],"['Comedy', 'Sci-Fi', 'Shoujo']",TV,2000-2002,G
2820,Space Cobra (Space Adventure Cobra),31,"['Tokyo Movie Shinsha', 'Right Stuf']","['Action', 'Adventure', 'Sci-Fi', 'Space']",TV,1982-1983,R+
2821,Mitsudomoe Zouryouchuu!,8,"['Lantis', 'Bridge', 'Cospa', 'Studio Mausu']","['Comedy', 'School', 'Slice of Life']",TV,2011-2011,PG-13
2822,Shakugan no Shana II (Second) (Shakugan no Shana: Season II),24,"['J.C.Staff', 'Geneon Universal Entertainment', 'FUNimation Entertainment', 'ASCII Media Works']","['Action', 'Drama', 'Fantasy', 'Romance', 'School', 'Supernatural']",TV,2007-2008,PG-13
2823,To LOVE-Ru Darkness 2nd,12,"['Xebec', 'Magic Capsule', 'Sentai Filmworks']","['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Shounen']",TV,2015-2015,R+
2824,Hourou Musuko (Wandering Son),11,"['Aniplex', 'AIC', 'Dentsu', 'Fuji TV', 'Magic Capsule', 'Enterbrain']","['Drama', 'School', 'Slice of Life']",TV,2011-2011,PG-13
2825,Minami-ke Tadaima,13,"['Feel', 'FUNimation Entertainment']","['Comedy', 'Slice of Life']",TV,2013-2013,PG-13
2826,Space☆Dandy (Space Dandy),13,"['Bones', 'Bandai Visual', 'FUNimation Entertainment', 'flying DOG', 'Bandai Namco Games']","['Comedy', 'Sci-Fi', 'Space']",TV,2014-2014,PG-13
2827,Aldnoah.Zero,12,"['Aniplex', 'A-1 Pictures', 'Movic', 'Nitroplus', 'Aniplex of America', 'Houbunsha', 'Mages', 'TROYCA', 'Tokyo MX']","['Action', 'Mecha', 'Sci-Fi']",TV,2014-2014,R
2828,No.6,11,"['Bones', 'Aniplex', 'Fuji TV', 'Sentai Filmworks']","['Action', 'Sci-Fi']",TV,2011-2011,R
2829,Oda Nobuna no Yabou (The Ambition of Oda Nobuna),12,"['Madhouse', 'Pony Canyon', 'AT-X', 'Sentai Filmworks', 'Studio Gokumi', 'The Klock Worx', 'SoftBank Creative Corp.']","['Comedy', 'Historical', 'Romance']",TV,2012-2012,PG-13
2830,Utawarerumono,26,"['Oriental Light and Magic', 'ADV Films', 'FUNimation Entertainment', 'Lantis']","['Action', 'Drama', 'Fantasy', 'Sci-Fi']",TV,2006-2006,R
2831,Free! (Free!,12,"['Kyoto Animation', 'Lantis', 'Discotek', 'Animation Do', 'Iwatobi High School Swimming Club']","['Comedy', 'School', 'Slice of Life', 'Sports']",TV,2013-2013,PG-13
2832,Gangsta.,12,"['Bandai Visual', 'Manglobe', 'Frontier Works', 'FUNimation Entertainment']","['Action', 'Drama', 'Seinen']",TV,2015-2015,R
2833,GetBackers,49,"['Studio Deen', 'ADV Films', 'TBS', 'Kodansha', 'Rondo Robe', 'Rakuonsha', 'Sentai Filmworks']","['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']",TV,2002-2003,PG-13
2834,Arakawa Under the Bridge,13,"['Shaft', 'Square Enix', 'Starchild Records', 'Rakuonsha', 'NIS America', 'Inc.']","['Comedy', 'Romance', 'Seinen']",TV,2010-2010,PG-13
2835,Black Jack 21,17,['Tezuka Productions'],"['Action', 'Drama']",TV,2006-2006,PG-13
2836,Inu x Boku SS (Inu X Boku Secret Service),12,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting', 'Movic', 'David Production', 'Sentai Filmworks', 'Inu x Boku SS Production Partners']","['Comedy', 'Romance', 'Shounen', 'Supernatural']",TV,2012-2012,PG-13
2837,Isshuukan Friends. (One Week Friends),12,"['Brains Base', 'NAS', 'Pony Canyon', 'DAX Production', 'Sentai Filmworks', 'TOHO animation']","['Comedy', 'School', 'Shounen', 'Slice of Life']",TV,2014-2014,PG-13
2838,Love Live! School Idol Project,13,"['Sunrise', 'Lantis', 'NIS America', 'Inc.']","['Music', 'School', 'Slice of Life']",TV,2013-2013,PG-13
2839,Love Stage!!,10,"['J.C.Staff', 'Sentai Filmworks']","['Comedy', 'Romance', 'Shounen Ai']",TV,2014-2014,PG-13
2840,Himouto! Umaru-chan,12,"['Doga Kobo', 'Sentai Filmworks']","['Comedy', 'School', 'Slice of Life']",TV,2015-2015,PG-13
2841,Bishoujo Senshi Sailor Moon R (Sailor Moon R),43,"['Toei Animation', 'TV Asahi', 'Viz Media']","['Demons', 'Magic', 'Romance', 'Shoujo']",TV,1993-1994,PG-13
2842,K,13,"['Starchild Records', 'Viz Media', 'Mainichi Broadcasting', 'GoHands', 'The Klock Worx']","['Action', 'Super Power', 'Supernatural']",TV,2012-2012,PG-13
2843,Lady Lady!!,21,['Toei Animation'],"['Drama', 'Historical']",TV,1987-1988,G
2844,Persona 4 The Animation,25,"['Aniplex', 'AIC A.S.T.A.', 'Mainichi Broadcasting', 'Sentai Filmworks', 'ASCII Media Works', 'Index']","['Adventure', 'Mystery', 'School', 'Sci-Fi', 'Super Power', 'Supernatural']",TV,2011-2012,PG-13
2845,Accel World,24,"['Sunrise', 'Genco', 'Viz Media', 'Rakuonsha', 'Warner Bros.', 'flying DOG', 'ASCII Media Works']","['Action', 'Game', 'Romance', 'School', 'Sci-Fi', 'Shounen']",TV,2012-2012,PG-13
2846,Ike! Ina-chuu Takkyuubu (The Ping-Pong Club),26,"['Trans Arts', 'Kitty Films', 'Studio Hibari', 'TBS', 'Central Park Media', 'Grouper Productions', 'Studio Jack']","['Comedy', 'Ecchi', 'School', 'Sports']",TV,1995-1995,R+
2847,Bishoujo Senshi Sailor Moon (Sailor Moon),46,"['Toei Animation', 'TV Asahi', 'ADV Films', 'Viz Media', 'DiC Entertainment']","['Demons', 'Magic', 'Romance', 'Shoujo']",TV,1992-1993,PG-13
2848,New Prince of Tennis (The Prince of Tennis II),13,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'NAS', 'M.S.C', 'TV Tokyo Music', 'Marvelous AQL']","['Action', 'Comedy', 'Shounen', 'Sports']",TV,2012-2012,PG-13
2849,Tatakae! Chou Robot Seimeitai Transformers,98,"['Toei Animation', 'Hasbro', 'AKOM']","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,1985-1987,G
2850,Tonari no Seki-kun (Tonari no Seki-kun: The Master of Killing Time),21,"['Starchild Records', 'Media Factory', 'Shin-Ei Animation']","['Comedy', 'School', 'Seinen']",TV,2014-2014,G
2851,Jigoku Sensei Nube,49,['Toei Animation'],"['Adventure', 'Comedy', 'Horror', 'Romance', 'School', 'Shounen', 'Supernatural']",TV,1996-1997,PG-13
2852,Boku wa Tomodachi ga Sukunai (Haganai),12,"['FUNimation Entertainment', 'Media Factory', 'TBS', 'AIC Build', 'Bushiroad Inc.', 'Good Smile Company']","['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Seinen', 'Slice of Life']",TV,2011-2011,R+
2853,Girls und Panzer (Girls &amp, Panzer),12,"['Actas', 'Lantis', 'Movic', 'Sentai Filmworks', 'Cyclone Graphics inc']","['Military', 'School']",TV,2012-2013
2854,Marmalade Boy,76,"['Toei Animation', 'TOKYOPOP']","['Comedy', 'Drama', 'Romance', 'Shoujo']",TV,1994-1995,PG-13
2855,Minami-ke Okaeri,13,['Asread'],"['Comedy', 'Slice of Life']",TV,2009-2009,PG-13
2856,Shigofumi (Shigofumi: Letters from the Departed),12,"['J.C.Staff', 'Bandai Visual', 'Genco', 'Sentai Filmworks']","['Drama', 'Fantasy', 'Psychological', 'Supernatural', 'Thriller']",TV,2008-2008,R
2857,Ushio to Tora (TV),26,"['Sentai Filmworks', 'MAPPA', 'Studio VOLN']","['Action', 'Adventure', 'Comedy', 'Demons', 'Shounen', 'Supernatural']",TV,2015-2015,PG-13
2858,Amagami SS+ Plus,13,"['AIC', 'TBS', 'Sentai Filmworks']","['Comedy', 'Romance', 'School', 'Slice of Life']",TV,2012-2012,PG-13
2859,Kuroshitsuji II (Black Butler II),12,"['Aniplex', 'A-1 Pictures', 'Square Enix', 'FUNimation Entertainment', 'Mainichi Broadcasting']","['Action', 'Comedy', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",TV,2010-2010,R
2860,Shinryaku!? Ika Musume (Squid Girl 2),12,"['TV Tokyo', 'Diomedea', 'Nomad', 'Lantis', 'Pony Canyon', 'Production Reed', 'Encourage Films', 'TV Tokyo Music', 'Studio Jack']","['Comedy', 'Shounen', 'Slice of Life']",TV,2011-2011,PG-13
2861,Gokudou-kun Manyuuki (Gokudo),26,"['Trans Arts', 'SoftX', 'Media Blasters']","['Adventure', 'Comedy', 'Fantasy', 'Magic']",TV,1999-1999,PG-13
2862,Toshokan Sensou,12,"['Production I.G', 'Fuji TV', 'Code', 'Discotek', 'Asmik Ace Entertainment', 'ASCII Media Works', 'Sony Music Entertainment', 'Atelier Musa']","['Action', 'Comedy', 'Military', 'Romance']",TV,2008-2008,PG-13
2863,Vampire Knight Guilty (Vampire Knight),13,"['TV Tokyo', 'Aniplex', 'Studio Deen', 'Viz Media']","['Drama', 'Mystery', 'Shoujo', 'Supernatural', 'Vampire']",TV,2008-2008,PG-13
2864,Gundam Build Fighters Try,25,"['Sunrise', 'TV Tokyo', 'Sotsu Agency']","['Action', 'Mecha', 'Sci-Fi']",TV,2014-2015,G
2865,Genshiken Nidaime (Genshiken Second Generation),13,"['Production I.G', 'Starchild Records', 'NIS America', 'Inc.']","['Comedy', 'Parody', 'Slice of Life']",TV,2013-2013,R
2866,Grimm Masterpiece Theater II (Grimm&#039,s Fairy Tale Classics),23,['Nippon Animation'],"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']",TV,1988-1989
2867,Chuunibyou demo Koi ga Shitai! Ren,12,"['Kyoto Animation', 'Lantis', 'TBS', 'Sentai Filmworks']","['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']",TV,2014-2014,PG-13
2868,Hakuouki,12,"['Studio Deen', 'Sentai Filmworks']","['Action', 'Drama', 'Historical', 'Samurai', 'Shoujo', 'Supernatural']",TV,2010-2010,R
2869,X,24,"['Madhouse', 'Bandai Visual', 'Kadokawa Shoten', 'd-rights', 'chara-ani.com']","['Action', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Super Power']",TV,2001-2002,R+
2870,Gokinjo Monogatari (Neighborhood Stories),50,['Toei Animation'],"['Comedy', 'Drama', 'Romance', 'Slice of Life']",TV,1995-1996,PG-13
2871,Deadman Wonderland,12,"['Manglobe', 'FUNimation Entertainment', 'Kadokawa Shoten', 'Kadokawa Pictures Japan', 'The Klock Worx', 'AMG MUSIC']","['Action', 'Horror', 'Sci-Fi']",TV,2011-2011,R
2872,Black Cat,23,"['Gonzo', 'GDH', 'Dentsu', 'FUNimation Entertainment', 'TBS']","['Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Super Power']",TV,2005-2006,PG-13
2873,Sankarea (Sankarea: Undying Love),12,"['Studio Deen', 'FUNimation Entertainment', 'Lantis', 'Pony Canyon', 'TBS', 'Kodansha', 'BS-TBS', 'Sankarea Production Committee']","['Comedy', 'Ecchi', 'Horror', 'Romance', 'Shounen', 'Supernatural']",TV,2012-2012,R+
2874,Tenchi Muyou!,26,"['AIC', 'FUNimation Entertainment', 'Pioneer LDC']","['Comedy', 'Harem', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",TV,1995-1995,PG-13
2875,Yu☆Gi☆Oh! 5D&#039,s (Yu-Gi-Oh! 5D&#039,s),154,"['Studio Gallop', 'Nihon Ad Systems', '4Kids Entertainment']","['Action', 'Game', 'Shounen']",TV
2876,Air (Air TV),13,"['Kyoto Animation', 'ADV Films', 'FUNimation Entertainment', 'Pony Canyon', 'TBS']","['Drama', 'Romance', 'Slice of Life', 'Supernatural']",TV,2005-2005,PG-13
2877,Ore no Imouto ga Konnani Kawaii Wake ga Nai. (Oreimo 2),13,"['Aniplex', 'A-1 Pictures', 'Aniplex of America']","['Comedy', 'Seinen', 'Slice of Life']",TV,2013-2013,PG-13
2878,Saiyuuki Reload (Saiyuki Reload),25,['Studio Pierrot'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shoujo']",TV,2003-2004,PG-13
2879,Scrapped Princess,24,"['Bones', 'Kadokawa Shoten', 'A Line', 'Bandai Entertainment']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,2003-2003,PG-13
2880,Aoki Densetsu Shoot! (Blue Legend Shoot!),58,['Toei Animation'],"['Action', 'Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Sports']",TV,1993-1994,PG-13
2881,Glass no Kamen,23,"['Eiken', 'Studio Jack']","['Drama', 'Romance', 'Shoujo']",TV,1984-1984,PG-13
2882,Kamichu! (The Goddess is a Middle School Student),12,"['Aniplex', 'Geneon Universal Entertainment', 'FUNimation Entertainment', 'Brains Base', 'Production Reed']","['Comedy', 'Drama', 'Slice of Life', 'Supernatural']",TV,2005-2005,PG
2883,Time Travel Tondekeman! (Time Quest),39,"['Tatsunoko Productions', 'Asahi Production']","['Action', 'Adventure', 'Comedy', 'Kids']",TV,1989-1990,PG-13
2884,Asura Cryin&#039,2,13,"['TV Tokyo', 'Seven Arcs', 'Starchild Records', 'Raku High Student Council']","['Action', 'Mecha', 'Supernatural']",TV,2009-2009
2885,Magic Knight Rayearth,20,"['Tokyo Movie Shinsha', 'Media Blasters', 'Discotek']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'Shoujo']",TV,1994-1995,PG-13
2886,Maria-sama ga Miteru (Maria Watches Over Us),13,"['Studio Deen', 'Rondo Robe', 'Right Stuf', 'TV Tokyo Music']","['Drama', 'Romance', 'Shoujo', 'Shoujo Ai', 'Slice of Life']",TV,2004-2004,PG-13
2887,Yama no Susume Second Season,24,"['8bit', 'Earth Star Entertainment', 'Tokyo MX', 'Good Smile Company']","['Adventure', 'Comedy', 'Seinen', 'Slice of Life']",TV,2014-2014,PG-13
2888,Kaze no Shoujo Emily,26,"['TMS Entertainment', 'NHK', 'NHK Enterprises']","['Drama', 'Historical']",TV,2007-2007,PG
2889,Kimikiss Pure Rouge,24,"['J.C.Staff', 'Bandai Visual', 'Lantis', 'Sentai Filmworks']","['Drama', 'Romance', 'School']",TV,2007-2008,PG-13
2890,Tales of the Abyss,26,"['Sunrise', 'Bandai Visual', 'FUNimation Entertainment', 'Animax', 'Bandai Entertainment', 'Atelier Musa']","['Adventure', 'Drama', 'Fantasy']",TV,2008-2009,PG-13
2891,Akazukin Chacha (Red Riding Hood Chacha),74,"['Studio Gallop', 'NAS']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",TV,1994-1995,G
2892,Doraemon,26,['Tokyo Movie Shinsha'],"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']",TV,1973-1973,PG
2893,Ookami Shoujo to Kuro Ouji (Wolf Girl and Black Prince),12,"['VAP', 'Yomiuri Telecasting Corporation', 'TYO Animations', 'Sentai Filmworks', 'Nippon Television Network Corporation']","['Comedy', 'Romance', 'School', 'Shoujo']",TV,2014-2014,PG-13
2894,Vampire Knight,13,"['TV Tokyo', 'Aniplex', 'Studio Deen', 'Viz Media', 'NAS']","['Drama', 'Mystery', 'Romance', 'Shoujo', 'Supernatural', 'Vampire']",TV,2008-2008,PG-13
2895,Dragon Ball Super,Unknown,"['Toei Animation', 'Yomiko Advertising', 'Fuji TV']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,2015 -2015 ,PG-13
2896,Ikoku Meiro no Croisée,12,"['Satelight', 'Sentai Filmworks', 'Sony Music Communications', 'Bushiroad Inc.']","['Historical', 'Seinen', 'Slice of Life']",TV,2011-2011,G
2897,Rec,9,"['Shaft', 'TBS']","['Comedy', 'Drama', 'Romance']",TV,2006-2006,PG-13
2898,Sakigake!! Otokojuku (Charge!! Men&#039,s Private School),34,"['Toei Animation', 'Lantis']","['Action', 'Comedy', 'Shounen']",TV,1988-1988
2899,Winter Sonata,26,"['JM animation', 'KeyEast']","['Drama', 'Romance']",TV,2009-2010,PG-13
2900,Needless,24,"['Madhouse', 'Avex Entertainment', 'Lantis', 'Sentai Filmworks']","['Action', 'Comedy', 'Ecchi', 'Sci-Fi', 'Super Power']",TV,2009-2009,R
2901,Yuyushiki,12,"['Geneon Universal Entertainment', 'Kinema Citrus', 'Magic Capsule', 'Sentai Filmworks', 'Showgate', 'Houbunsha']","['Comedy', 'School', 'Seinen', 'Slice of Life']",TV,2013-2013,PG-13
2902,Zoids,67,"['Xebec', 'Geneon Universal Entertainment', 'Viz Media']","['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",TV,1999-2000,PG
2903,Fate/kaleid liner Prisma☆Illya 2wei!,10,"['Lantis', 'Silver Link', 'DAX Production', 'Sentai Filmworks']","['Action', 'Comedy', 'Fantasy', 'Magic']",TV,2014-2014,PG-13
2904,Machine-Doll wa Kizutsukanai (Unbreakable Machine-Doll),12,"['Genco', 'FUNimation Entertainment', 'Media Factory', 'AT-X', 'Lerche', 'Showgate']","['Action', 'Ecchi', 'Fantasy', 'School', 'Seinen']",TV,2013-2013,R+
2905,Galaxy Angel 3,26,"['Madhouse', 'Bandai Visual', 'Broccoli', 'Yomiko Advertising', 'Bandai Entertainment', 'Studio Jack']","['Comedy', 'Sci-Fi']",TV,2002-2003,PG
2906,Peace Maker Kurogane,24,"['Gonzo', 'GDH', 'TV Asahi', 'ADV Films', 'FUNimation Entertainment', 'Imagica']","['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",TV,2003-2004,R
2907,Jyu Oh Sei (Jyu-Oh-Sei: Planet of the Beast King),11,"['Bones', 'Dentsu', 'FUNimation Entertainment', 'SKY Perfect Well Think', 'Fuji TV', 'Asmik Ace Entertainment', 'Sony Music Entertainment']","['Action', 'Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Shoujo']",TV,2006-2006,R
2908,MÄR,102,"['TV Tokyo', 'Shogakukan Productions', 'SynergySP', 'Viz Media', 'A Line']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",TV,2005-2007,PG-13
2909,Ganbarist! Shun,30,"['Sunrise', 'Yomiuri Telecasting Corporation']","['Comedy', 'Shounen', 'Sports']",TV,1996-1997,PG-13
